,tweet,sentiment
47,بكر قبل مايستقيل خد معا ميكروف بيتبكر متن خد غرض من مجلس,negative
48,كامل احترام ل عباس الل مسك لسان وما شتمش,positive
49,يومالسابع استاذ حقوق قاهره تشرف تدريس رييس عدليمنصور,
50,خلقجميل نقول حمد لله عل كل حاج لان ربنا مش يعمل حاج وحش ابد,positive
51,سبع دروس مستفاد خرج بها من حلق دردش تيوب الت اذيع احد ماض عن اهتماما شباب عرب عل انترنت,
52,سخر قدر ان اخو بارهاب حينجح سيس و دوله غباء حتنجح حمدين مصر ابريل,neutral
53,يبق دايم سوال لما انت جامد قو مفترض ان معارض يموت غيظ شاغل نفس يهم ليه ما تستمتعش حلا انجازاتكالاجابهلء فاشل,negative
54,اكتر شيء يهم معرف هل ده مشروع استقلال حقيق ولا كار مفاوضا في نفس توكيل,neutral
55,رصد خاص اولتراس جامع حلوان يجوب جامعه قبل بدء عال مولد سيد سيس,
56,ج انع رييس بعد حشد مذهب والطايف رييس تكفير منتخب يمتنع تشو موقف تحويل عبث ال اي شيء غير رفض مذهبيه والتكفير,negative
57,ناس لازم تحس ان يون جت علي فايد عل مستو اقتصاد والاجتماعيوسفالحس نقطهلقاء مص,positive
58,اصاب سيد في مشاجر بين شيخ بلد مساعد شرط اسلحه ناريه ب نيسويف مصر تفاصيل عل,
59,خاف نظام منه ضيع عينهكمل تحقيق حلم فاعتقلوهخرج و كمل طريق قتل باسممحس حكا ثور,
60,د ابو فتوح حكومه اسراييليه تطيل امد صراع مع فلسطين لان لا يمك استمرار و تماسك دون هذا,negative
61,نهارده في تحقيق استقصاء عبقر عن فساد في بورصه في مصريللاسف هيت في زحم احداث,positive
62,استمرار حراك طلاب ب جامعهالمنصور مفيشعساكريح,negative
63,اكبر معوق خازوق اخذ كان من اخو انا شايف كده واليوم يجب ان نكمل مشوار دون,negative
64,راجل تاع امن ينف معدل نفتين كل دقايق فتح شبابيك عشان سقعه راح واشتك مرار تكرار ليه عموم شعب معف,negative
65,حظ عوالم اهليالافريق,negative
66,منهج انقلاب قتل قمع وسج اي معارض اعلام فاسد قضاء مسيس ارتفاع اسعار واقتصاد ينهار عزل دول شحا خليج,negative
67,كلاب اوفياء رجاء عدم اهان,positive
68,شريعه احكام كتب بعد وفا رسول لذل غلط تربط شخص مش خوف ولك حرص عل ان معلومه تكون صح,neutral
69,بنت تقلد مايكل جاكس عل طريقه مصريه مسخررر حطنيزكفيفيلم نيزك اعتر,
70,قتل اكثر من مصاب في محافظا مختلف هذه مقدما كارث لاقتتال اهل حذر منه دوم ينبغ رفض مواجه كل الدم ا,negative
71,نفس فيه و تفو علي يفيعبد,negative
72,اعجب فيد عل صاحبهالسعاد ابراهيمعيس واقع,positive
73,الله يبار فيك حمدلله شدو رحال من لند ال ليفربول كانو واثق خلف عظيم مورينه صيعر صحاف اعلام,positive
74,لا ده يقولل سور كمان اعل حاج ان يقولل عبد بياده وف نفس جمله يهين جيش,negative
75,ذين انتخب شفيق ليس ضروره لول فلول بساط هم كل من اشتر واستفاد من ساد مبار لا يمك ثوره ان تتحالف معهم لان قام ضدهم,negative
76,مصر انقلاب تطالب مقعد دايم دول عربيه في مجلس امن ينم مصر والعرب في اضعف حال مثل مريض يطالب اتحاد,negative
77,كان حي طبقه متوسطه عليا في مصر و ذهب اليه كتاب و مثقف مصر بحث عن مزيج نادر يتفق مع طبيع,positive
78,عمال مصر هم عماد وطن تكرار اعتداء عل عمال يوكد ان دول مبار لم تسقط وان تغير وجوه,negative
79,مستشار قان محام خبراء في انظمه والمحام محام مستشار قانون زواج قضاي محام رياض قضي رقم ريتوي,
80,هات مقش معا يبدء ريق عمل معا نصنع بدا جديدهلمصر جديد مجموع من حملا نظافه في,
81,مناضل حمدينصباح سيظل يناضل يناضل حت يجد نفس محكوم علي اعدام تهم ممارس نضال في مكان عام بكر تشوف,positive
82,مقال د علاء اسوان هل نكرر خطء سنهور ينشر غدا جريد مصر يوم,
83,انصار حريه والديمقراط في اوروب وضع شجاعه قبل اي شيء اخر ناد ايطال ينتظر موقف انقلاب من عبد ظاهر,neutral
84,معظم اخواء مشاركوش ف هشتااج مسء سيس بكد يبق اخو باع مرتين مره ف محمدمحمود ومر ف هشتاجهشتوج,negative
85,ربنا يبار يكم,positive
86,استخدام مساجد في عمل سياس نشر عنف,negative
87,اذا تم عفو عن مبار نظام فهذ رسال من شعب ال رييس قادم تعال اسرق واستبد بنا وذل كما كان مبار,negative
88,شاهد جول سور الحر درع جول مع امير اقتحام جبه نصره في تل جابيه بين جثث والغنايم عل,
89,صور شهيده رضا رمضان سنه الت استشهد رصاص قوا امن انقلاب فيوم انتخبوالعرص,
90,مهو لما واحد يصتبح عل جدول امتحان كده مفروض بقي يوم هيبق عامل ازا,negative
91,عمر شوف استفتاء عل دستور يطيح مبادء دستوريه مساواه تكافء فرص في قواعد مرحل اقتراع ادار,negative
92,ايمان يمحق تهديد نواصل نضال سلم مع شعب مصر شباب ثاير لاستكمال ثور والقصاص لدماء شهداء فاء لروح شهيد محمدالجند,positive
93,تذكر نبيل مصطف نبيل كاتب كبير وهو حي يرزق نتم ان يتذكر باحث اعلام بعد موتهرحم الله,positive
94,الم اقل لكم انه ممارس فاضح لازدواج معاير تخو معارض امل ان لا تبتلع بعض قطاعا الرء عام طعم مجدد,negative
95,ازا برادع يقول ان هولوكوست ماس انس و ان بوذ ممك يكون نب و ان سلف متطرف و يطالب عود يهودايهده عصام العر,negative
96,من اخر اي حد فيه رمق من معارضه يمك ينزل انتخابا شعب او شور يتقبض علي لغا ما تخلص خارط طريق بعد ربنا يسهل,negative
97,الان عل قنا دريم ضيف رنامج توقي قاهره مع حافظ ميراز,
98,اسوان لهذ لا يوجد فرق بين ارهاب كنيسه كاثوليكيه في اندلس عل يد راهب ليد ارهاب اسام بن لاد,negative
99,اعلام محمد فود يعقد موتمر جماهيري غدا مدين زفت حضور فنانه غادهعبدالرازق لدعم مرشح عبدالفتاحالسيس العب ياسيس,
100,من يفهم في قان اكثر من فقيه دستور دكتور ثرو بدو والدكتور عاطف بنا والاستاذ جمال عيد كلهم ايد قرار رييس عود برلم,positive
101,انقلاب اعاد ال عام عيد عن الحر ضايعه تخلف يزحف عل كل قطاع بكر تشوف مصر,negative
102,نبضرابع شاهد معتقل منيا في قاع محكمه يهتف ساخر من قاض و من ضيح زوج مع مدرب كراتيه,negative
103,لم ادعم مرس قاطع انتخاب اعتراض عل عدم عزل شفيق عدم محاكم لكن مرس فايز طبق لتقارير قضاه مستقل ثوره اخلاص حقيقه,neutral
104,زي نهار طفل لما ينفل من بين اياد ضلمه يشقشق انا شفت روح الحق لما اتسلل صرخ وف وش خرس انطقعمار فواد حجاج,
105,نامل ان لا يصل,
106,موقف اخو من جوه رلمانهمشل لطج جنيهشريط ترمدولوجباتنتذكر سوا سادهالمحترم,negative
107,لا نريد ان يجعل نفعل مثل فهم لا دين لهم هم تجار دين تحيامصر انتخ,neutral
108,هل ممك يكون مرس مختف فتره دي عشان مش لاق شاح هو راخر اه يادول عكاك,negative
109,عن فرح لمه خروج ضحكالسن الغن تصوير لفبالعربيه شارع صبح خبره عمرالمسخر انبساط يوم شيخ,positive
110,عبد ناصر عمل وحد مع سوري بدء ياميش سيس هيعمل وحد مع اسراييل بدء طماطم,neutral
111,اخر ساع يومالجمع لهم ان اسال عيش سعداء ومو شهداء والفردوس اعل جنا جنا عدن لهم امين,positive
112,سبحان يالل وف ساع مطر استجيب لدعوا عادل,positive
113,دور سيس مرارطافح,negative
114,زير غلابه باسمعود معتقل ف سجون عسكر لان كل حلم هو تقديم افضلمنتجلاكرمشعب انامشرقم انتفاضهالسج,neutral
115,قلمين عقب اسبوع من محمد محمود مجد لابطال محمد محمودهتفضل مصر شايل جميل دايم ابد,positive
116,كفا اسفاف,negative
117,ليسريفودهمعملهمشريتويت دي فتن عشان ننقسم نعاد بعض العب غير,negative
118,نتفق معك في ان رجال يعرف بالحق ولا يعرف الحق رجال,positive
119,سيس يلوم خطاب دين غير مرتبط عصر عل ما لحق من ضرر قطاع سياحه في مصر مرس اخو سعوديه امارا,negative
120,الحب الل يبق ف نور قدام ربنا احل كتر من كلام ف موبايل ليل وان استخب من اهل,neutral
121,مين جا موتمر بكر موتمر دفاع عن دستور استعرض موتمر اخر مستجدا تطورا عمل وضع دستور تبعا,
122,لا اهاجم مرس لان استكثر علي رياسه بل لان كذاب مخلف لوعود وف رقب دماء شبابل اسم خرف فحت خروف يستح ان يدافع عن كذاب,negative
123,عاجب ايجابيه خايبه تاع رفاق طيب خلي ايجاب بشو حنك سياس اي منظر مش تريبتيز مجا كده مرارطافح ثور,negative
124,نتم لرييس وزراء دكتور عصام شرف شفاء عاجل كما نتم الا يكون مرض مرض ياسي,neutral
125,و اعتز مصريت و صعيدت,positive
126,عار عار عار عار عار عار مانح فيه عار دماء انهار والشهداء عشر رصاص في راس والرقب والصدر,negative
127,د عمرو حمزاو يوم ساعه مساء عل قنا يناير رنامج اهل بلد,
128,لطج اخو والاعتداء عل اعلام محيط اكاديم شرطه سادهالمحترم,negative
129,ومن يردد هم من لا نريد في مصر لا في سياسه ولا في برلم قادم وكف ضرر الذ احدث لثقاف وعي سياس بلغ اساليب,negative
130,بدء موتمر صحف صحه اعل عن اجراءا مواج كورونا مصر ميدانالتحرير,
131,لابد من حمل انتخاب عل ارض تتواصل مع ناخب والناخبا ولا تعتمد فقط عل صحافه والتليفزي,neutral
132,اذا تتوقع انتصار تشيلس يوم ضد ليفربول ريتوي ليفربولتشيلس,
133,اتم ان تكون القو اسلاميه والليبرال واليسار راغب فعل في تشكيل قايم وطن موحد لخوض انتخاب برلمانيه قادمه,positive
134,انا مش فاهم واحد عند اكتر من عشرين الف متابع لمجرد انه حاطط صورت و محور في اسم ريبور و سبام من فضل,negative
135,ضيح تان انا لسه ماس ف مستشف راس سدر عرف ان تم اخذ من دوله حدود مليون جني لم يتم صرف منه,negative
136,اردوج مستمر في نهج يحاول ان يلوث المد ثور مصر يوسفالحس سادهال,negative
137,هنلف نرجع لنفس نقطهلما تقول ان كل الل قال لا ثور مضاد يبق ماتكلمنيش عن تفكير علم والمنطقيبس كده,negative
138,حمدينصباح يقول رنامج هيتحقق في شهور بس مقالش هيبق طبيع و لا قيصر و في مستشف ايه رحمه يا رب,negative
139,من يوقف قانون عزل ومن يجمد لاغا فساد ضد شفيق ومن يهدر طعون تزوير هل سيجر انتخابا اعاد نزي اما تطبيق قان او مقاطع شامل,negative
140,لما انت عارف مجموع شيوع اسم ابق قدم يهم لاغ لاتنشر كلام عل عواهنهكلام واضح يارجل حوار,negative
141,هل يزول ظلم طوع او حنا ضعاف اين رسان قوم كي تهب باصطفاف غزهتحتالقصف,neutral
142,ابراهيم صلاح ضح ب مليون من هلال سعود او اتحاد جده اختار زمالك زملكاو,positive
143,ب بعد عزل اجبار رييس مدن منتخب كنت اتم ان لا يحدث باحترام اخو جوهر حقيق ديمقراطيه متمثل في طلب شعب تغير,negative
144,شيخ حازم ابو اسماعيل يرد عل فتو رهام اخيره فك الله اسر يا بطل منك نتعلم منهج دين الحق,positive
145,يا عزيز حاول اكثر من مره من سبتمبر الل فات كان موافق ثم اكلم من حول فلا اجد اجاب شافيهدلوقت رنامج خلص خلاص,neutral
146,حطنفسكمكانالبن الل بقي تسمع شتايم قذر من ناس اقذر في شارع عاد عل اساس ان ولاد كده تهزر,negative
147,في امريك دلوقت محط نويه شغال رامج فضاء شغال والابحاث علميه والاستديوها والمصانع والاحزاب حركا رفضانت بق شغال في ايه,negative
148,اطالب عزل شفيق محاكم ثم عمل انتخابا نظيف او تحقيق في تزوير واستبعاد اصو باطله والاعاد بين ثان والثالث او مقاطع مهزله,negative
149,دعوهللتفاول ما انزل الله من داء الا انزل له دواء,
150,ومع ذلك سقط امس وال ابد مقول ان تيار ديمقراطيه لا شعب لها وان اخو لحلفاء احتكار اراده شعبيه توكيل صناديق,neutral
151,شمس حريه تناد يا وطن يا وطن غال يل خنو و انتخبوالعرص ريتوي,neutral
152,حوك,negative
153,من واب اهرام اسلوب حقير صهاينه استخدم من قبل مع اخرين,negative
154,وهذ ماقل يوم مع محمود سعد لمن اراد ان يدر حقيق اكذوب استقرار الذ يروج لهتصبح عل خير,negative
155,برود اسلوبحي,negative
156,اخو جماع ارهاب وهم من قتل ابن,negative
157,يا لول يا ولا مره تفويضكوم جاب لور مكمل مرسيرييس,neutral
158,سنسم عل خلافا سياسيه والحزب سنعل فقط مصلحه وطنيه تنتصر ثور ستك مصر قوي باذ الله,positive
159,حين يصبح مصطف بكر شبه متحدث باسم مجلس عسكر اعلم ان هنا كثير يجب عمل حت تنجح ثور,negative
160,ان لون رماد ليس له محل من اعراب يا ابيض يا اسود علمتنيالثور,negative
161,اثار تخريب كنيس مارجرجس حرق بيو اقباط بقر دلج بعد اعتداء اخو سادهالمحترم,negative
162,لا شيء يبرر احال مدن قضاء عسكر حت بلطجيه قضاء مدن كفيل بهم,negative
163,واب شروق تاجيل لقاء بين صحه ولج اضرابالاطباء,
164,اهدم نفس عشان تبن مستقبل تعليمفيمصر,negative
165,يام تتحدث باسم اسلام ثم تلق عل من يخالف في الرا صندوق قمام من بذاء كثير ممن تشتم اكثر اسلام منك لان مهذب,neutral
166,مصرالقو لقد حذر في حزب مصر قويه ولا زلنا نحذر من خطور تحول سلطا دوله ال مجرد سند لسلط عسكر لا تفهم الس,negative
167,مازال مشكله من داع وتح اي راي نجتمع و اسم تجمع و تيار ثالث و لا تيار شعب من يقود هل يعقل,neutral
168,دولهالتعريص عسكر حرام,negative
169,لا استطيع رييس مرس ان يتنصل من مسيولي عن غاء عرض مسرح عل مسرح دوله هل قرار امن اقو من رييسا عود رييس عن حري ابداع,negative
170,اما نسبه شامخ فده يدلع نقول يا ابو شامخ,negative
171,عمليه نسر لم تفشل نسر هرب مع طاير نهضه عشان يتجوز عرف و راجع,negative
172,دعلاء اسوان كيف انصف امام محمد عبد مراه اقرء مقال كامل,
173,اسوانيلماذا تصر ولا متحده عل استمرار في دعم مرس نهايه رغم قتل مصر قمع تظاهر,negative
174,انصارالمعزول تعد ضرب والتعذيب عل صحف جريد يتو محمد ممتاز,negative
175,حياهاقتصاد استقال رييس تنفيذ لمجموع بيج بريطانيه بحر امار كويت مصر سوري جزاء,
176,تنظيم دول اخو تعلم عل يد رامسفيلد يقوم حرب في وفت واحد او كلاموكلام يوسفالحس,negative
177,قال اخو يزايد عل توع اتحاديه طب و جمل مش هننزل نتظاهر مع اخو دي ايه رز بلب,negative
178,حاولماتبقاش والد الل يصاحب ميه بنت في اخر هتجوز واحد استرجل بق,negative
179,اهل اسلوبحي,positive
180,الله ينور علي يا دكتور هو ده تفكير الل عايز مش كم مسجد وكم كنيس,positive
181,مره اول في عام يات يوم اكتوبر والجيش ليس حبيب شعب اغلبيه بين كار غاضب خايف مندهش او لدي ثار,negative
182,رجعوالجماهير,
183,د ابو فتوح رقاب دوله عل افكار يحول ناس ال مومن منافق وهذ ما لانريد ولا نقبل,negative
184,ليس مقدور احد ان يعيد مصر ال حظير خوف لقد ثوره كسر حاجز خوف ال ابد لن نتراجع عن مطالب ثوره ولو صدر ضدنا الف حكم,positive
185,امن يسمح ل التراس حضور نهاء شباب اليد بين اهل والطير لمزيد من تفاصيل,
186,نهنء دكتور عبد منعم ابو فتوح تاسيس حزب مصر قويه ندع له توفيق وبء يكون هذا حزب خطو نحو ناء,
187,طاقه بشريه اذا ما احس استغلال هي رصيد و ليس عبء قوت في عدد,positive
188,بسم امل قصه سقراط مع نميمه في هذه ايام اسف كثر شايع والنميم اصبح كثير الا من رحم رب من,negative
189,اولادميتعقب زمالك حبالابيضغير,positive
190,استمع عمال لا حق في انشاء نقابا مستقل مليون عقود موق استبعاد الف مرشح من اتخاب نقابيه عدم جود حد انس لاجور,negative
191,هو احنا حا نعمل جلسا مجلس شعب ليه ما اخو اهم يخلص كل حاج من مكاتب ولا حوج زحمه والمصاريف,negative
192,رحم الله شهداء واجب وطن عل حدود وادع لجناز شعب حاشد ضد ارهاب والطايف الدم مصر حرام,neutral
193,طبع رييس الذ تطلق جماع لطج ليعتد يسحل يضرب بنا بلد هو رييس فاقد شرعيه تمام,negative
194,الف شكر,positive
195,اسماء جناه والمتهم نيابه عامه وه تباشر تحقيقا نحن نكشف حقايق كامل للرء عام نحمل جميع اطراف مسيوليا توضيح,neutral
196,الان محاضر عن صحاب جليل خليف رسول الله عثمانبنعف ذوالنور اذاعهالقرء,positive
197,غلط شوف اعلام تاع يمسك في اي حاج حت لو تاف,negative
198,وحي قلب افراح شبابالاهل,positive
199,موقف محترم حذر امير خالد بن طلال بن عبد عزيز عضو عايله مالكه سعوديه ان اجاز خروج عل رييس مرس,positive
200,اصحاب محل في شرم احتفل انقلاب واذاع تسلم اياد يوم تظاهر ضد انقلاب بكر تشوف مصر,negative
201,حال لاول مره في حيات متشرف ان اكون في مدين محله كبر لاحياء احد افراح بعد قليل,positive
202,لم يحدث هذا كذب و افتراء,negative
203,حاجهتستاهلالحمد كل حاج ف حيا اكيد,positive
204,ذاتمومن لما موبايل يغطس في بطنيه تقعد ادور فيه ما تلقش واخر حاج تنفض بطنيه يقعد موبايل ايتخبط يالوط اصل عاد,negative
205,شخص يهدد استمرار ارهاب عمليا قتل في يناء حت عود مرس اعتقد انه مدان قان والسج في انتظار,negative
206,اهال عزبهالنخل يفضح سيس حمل قال لنا اعمل توكيلا سيس وهن,negative
207,اح شيخ حسن عبد بصير امام مسجد سيد جابر الذ رفض تعليما اوقاف نفاق مرس في خطب جمعهتعلموا استقامه ايه اخو كاذب,neutral
208,تدعون دين تنشر اكاذيب لم اكن ابد عضو وطن انتم تتاجر بالد,negative
209,ولم تبص حوال هتعرف انك احس من ناس كتير عشان كده لازم تقول حمدلله,positive
210,اكشنيادور نصرالاهل نصر سو شي ماينتسو فاز تصدر رغم كل صعوب لكن موت ياجماهير حو مع نصر هيها هي,neutral
211,كنت واثق ان احداث رابع والدماء الت سال سوف تكون لها اثارل لم اتخيل ابد انه تصبح قود يلهب مشاعر ملا وتح,neutral
212,مرس موحد فتن,negative
213,اخر ما كتب شهيد يوم باذ الله عبد رحم احمد هذه هي نوع شباب ذين يقتل سيس حسب الله و نعم وكيل,
214,نيويور تايمز انقلاب دراكول يبطش صحافه,negative
215,استمرار تطور تجديد كوادر تنظيم مسلح لجماع اخو ارهابيه سادهالمحترم,negative
216,ببلاو انتخبوالعرص هاشتاج,negative
217,ليرافضينالسيسيرييسبيعملوافولوالبعض مرسيرييس انتخبوالعرص يناءخارجالتغط انتخبالسيس,neutral
218,ماحدش هيضيع بلد غير الجب والواط والحقير عديم ذمه الل عمر ما يقبل عل نفس ما يقبل عل غير من كتر ما هو خايف جبان,negative
219,مفيش حاج اسم دول وطن في حاج اسم جماعه تنظيم طز في مصر سادهالمحترم,negative
220,عربيالجديد ميدي ارتفاع عدد مستخدم واتساب و مليون رسال يوم,
221,مال سمك اسكندر يافندم طب والل من غير مبالغ لفي عالم مالقي مثيل اتوسل اليك ماتحطميش اسطورت خاصه,positive
222,اعتقال امطار بلا مبررا لكن انقلاب يرفض حضور محام لتحقيقا نيابه,negative
223,عبد منعم ابو فتوح اعداء مصر في خارج والداخل يدبر موامرا لاجهاض ثور يناير,negative
224,قدام بيت ايموشنموجب ربيع جمال نيويور بيت مبتعث,positive
225,صراح عن ناس يبق نفس تقول يلا مركب الل تود و يا ريت تتقلب و هي تود رخام,negative
226,جزار فاشل يحضر الان سكين لك يذبح بعض كباش فداء قبل ان يكتشف ان مشكله اعمق من فشل اشخاص فه مشكل فشل ياسا,negative
227,نصرالفيصل عظيم جمهور الله يسعد حاضر كلهم والغايب,positive
228,نت وداف يعلم صبر,negative
229,عصام سلطان فضل عشر سنوا عامل نفس منشق وضد اخو بعد بعد ثوره اتضح انهم منهم ولا انشق ولا يحزن,negative
230,كنت تاجل تيج منك جميل تعمل فيه قعر مجلس كبير عايله بس هتقول ايه غباء سياس صنع,negative
231,انت باين علي لجن امن دول مفضوح جدا,negative
232,سام يعبث تاريخ زعيم جعل اكبر افراح فوز بطول اولمب ارحل,neutral
233,مدير جامع امام استنكر ثناء عل اردوغ يعتبر تركي دول فاسد فاسق فاجر تنشر رذيله عسير سعوديه,negative
234,لا ينكر احد ضرور اجراء اصلاحا شامل قضاء سواء في كيف التع في بدايه وحت كيف محاسبه داخل قضاءلهذا تقدم,neutral
235,جبناء يكذب علنا احد يقول ان عسكر لم يحكم مصر اخر عام يطالب خضوع مصر جيش واستشار في اي حاج تخص,negative
236,مقال عمروحمزاو مذهبيه مدمره مسموع من موقع اقرال,
237,انقلاب يغلق مسجد نصر ب رفح ومن اظلم ممن منع مساجد الله ان يذكر فيه اسم وسع في خراب انتظر عقاب الله,negative
238,مبادر دستور باطل لتعريف شارع مساوء اقتصاديه و اجتماعيه دستور بساطهريتوي بقا مرا قبل الء,negative
239,عندم يسك اخو عل ذاءا شيوخ مويد لهم تطاول عل اعراض فوق منابر فلا تفرح كثير لان ستكت نار بذاءه والسفال,negative
240,كذب حقير اهرام عربيمرس طبع مليار جني والب مركز ياسف استنكر يرفض تعقيب,negative
241,فالانتقاص من صلاحيا برلم منتخب واعطاء صلاحيا تشريع لمجلس استشار معين هما امران ينبغ عل كل موم ديمقراطيه ان يرفض,negative
242,قانون منع تظاهروالاعتصام مزمع اصدار يحسم امرامام كل متردد بان نواج سلط قمع ليس لها مشروع تسته حريا كرام حقوق مصر,negative
243,عدت من اسماعليه منذ قليل بعد يوم حافل ختم موتمر جماهير دفء مشاعر اهل اسماعليه هون رود الجو,positive
244,اعرفوهمانقلابمصريسقطحكمالعسكر داخليهبلطجيه شهداءالحر شهيد محمد فتح عام نيسويف,neutral
245,احس حاج في اغن سكهشمال هيا ايه ايه ايه ايه الل امير يقول قبل ما بيغ عل طول,
246,ايام هذه هي ايام اختلال مفزع لمعاير حكم عل امور في مجال عام في مصر وف لاد عرب,negative
247,نحن حاج ال وسط في معامل واعتدال في مواقف و الا تعرض لعوامل هدم مجتمع كبر مصر تونس لبنان امار لسط,
248,بين بين تقو مخاف الله سبحان تعال لكن بين بين التد شكل مجرد موس حلاق جلال عامر جلالعامر,
249,وقف تضام لطلاب هندس اسيوط مع زميل موقوف عن دراسه,
250,امريك اكتشف امك جود ميا عل مريخ مصر اكتشف ان ب جني فول كل جني لوحد اكتر من ب,neutral
251,شاهد اخر كلام مسح كلام طب مسح الدم جبت حق الل مات,negative
