,tweet,sentiment
21,الضعف الانتخابي والجماهيري لا يقتصر على الأحزاب الجديدة ويطال بكل تأكيد قوى راسخة في المشهد السياسي إلا أن عقود سلطوية مبارك الطويلة أنهكتها,negative
22,مصرالقوية حذرنا من خطر تحول سلطات الدولة لمجرد سند لسلطة عسكرية لا تفهم سياسة ولا تعي معنى الدولة ومهامها وحدودها خارج فكرة حمل السلاح,negative
23,منذ عامين وحتى الآن كل ما قدمه أنصار تيارات الشعارات الإسلامية لمصر مجرد مشاريع خناقات مع العالم والكون وأبناء الوطن,negative
24,باسمطلعحرامى يا حرامي,negative
25,دعمرو حمزاوي برنامج  أخر كلام   إبريل,
26,السلفي سعيد عبد العظيم قال أن مرسي آية من آيات الله ونسي أن الله تعالى أرسل إلى مصر أيام سيدنا موسى آيات منها الجراد والقمل والضفادع والدم,negative
27,لسان العرب بين الألسنة كزمن الربيع بين الأزمنة اليومالعالميللغةالعربية,positive
28,بورك لك في المولود أدعو الله ان يجمع شمل الأسرة في بيتهم الطيب و يجعل من خالد نعم الإبن لنعم الأبوين,positive
29,اكتبعبارةعلىبابقلبك  فراق وجهك ضيق ومواجهك عيد والوقت قاسي والتقاليد قـــشرا,
30,اكثر شعور يوجع  لما تجوع في بيت مو بيتكم ايموشنموجب,negative
31,هاتلي اخوان أي حاجة مش تنوين ومش ضمير اخوان وبعدها كلمة مش هتلاقي غير لوط وشياطين,negative
32,عايز تكون عضو في حمله المشير السيسي سهل جدا ساعدنا اننا نعمل مليون شير سأنتخبالسيسي,positive
33,الماظةلابد من معايرة العدادات وتوحيد التعريفة لكل القاطنينالتقديرات الجزافية ظلم ولابد أن تتوقف,negative
34,من سنن التي تفعل في وضع التشهد وضع اليدين على الفخذين  اليمنى على اليمنى واليسرى على اليسرى مبسوطتي الأصابع مضمومتين  نشرسيرته,
35,جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة و المساواة و العدل,positive
36,كنت اكره القراءه و حولني الى مهوسه بها حولت البيت الي معرضالكتاب ممتنه لك جدا استاذي,positive
37,الثورةالعراقية  هروب ضابط استخبارات الفوج الخامس في جهاز مكافحة الارهاب  المقدم حسين محجوب عبد الامير,
38,الأسوانيماذا فعلوا الأخوان رداعلى سحل فتاة وتعريتها وقتل العشرات من قبل العسكر الذين كانوا متحالفين معهم آنذاك,negative
39,حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,negative
40,قصدي كان موجه لكذبك أني ما كنتش هناك,negative
41,محبين البرنامج بيزيدوا,positive
42,مرسي فتح على نفسه فتوحة ضنك بذاته الرئاسية دي ده فيه ناس هيبقى كيفها الشتيمة بعد كده,negative
43,لا أبدا أنا مسرور من كلامك,positive
44,عاجل  تأجيل محاكمةمرسي و آخرين في قضية أحداث الاتحادية إلى جلسة  مايو المقبل سو,
45,القاهرة حملة أمنية إستهدفت البؤر الإجرامية بدوائر أقسام شرطة  مصرالقديمة  المعادى  دارالسلام كمية من,
46,حازمعبدالعظيم وهو بيرد عليا على تويتر أيام حكم مرسى ويقولى  الجيش يدخل ليحل وليس ليحكم وحازم دلوقتى فى,
47,بكري قبل مايستقيل خد معاه الميكروفون البيتبكري متن خد غرضه من المجلس,negative
48,وكامل الاحترام لـ عباس اللي مسك لسانه وما شتمش,positive
49,اليومالسابع  أستاذ بـحقوق القاهرة تشرفت بالتدريس للرئيس عدلىمنصور,
50,خلقجميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا,positive
51,سبع دروس مستفادة خرجنا بها من حلقة دردشة تيوب التي أذيعت الأحد الماضي عن اهتمامات الشباب العربي على الإنترنت,
52,سخرية القدر ان الاخوان بارهابهم حينجحوا السيسي و الدولة بغباءها حتنجح حمدين مصر  ابريل,neutral
53,ويبقى دائما السؤال لما إنت جامد قوي ومفترض إن المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه ما بتستمتعش بحلاوة إنجازاتكالإجابةلأنك فاشل,negative
54,أكتر شيء يهمني معرفته هل ده مشروع إستقلال حقيقي ولا كارت مفاوضات في نفس التوكيل,neutral
55,رصد خاص  أولتراس جامعة حلوان يجوب الجامعة قبل بدء فعالية مولد سيدك السيسي,
56,ج وأنعت الرئيس بعد الحشد المذهبي والطائفي برئيس التكفيرين المنتخب يمتنع تشويه موقفي وتحويله بعبث إلى أي شيء غير رفض المذهبية والتكفير,negative
57,الناس لازم تحس إن  يونيو جت عليهم بفايدة على المستوى الإقتصادي والاجتماعيوسفالحسيني نقطةلقاء  مص,positive
58,إصابة سيدة فى مشاجرة بين شيخ بلد ومساعد شرطة بالأسلحة النارية بـ بنيسويف مصر التفاصيل على,
59,خاف النظام منه فضيع عينهكمل تحقيق حلمه فاعتقلوهخرج و كمل طريقه فقتلوه باسممحسن حكاية ثورة,
60,د أبو الفتوح الحكومة الإسرائيلية تطيل أمد الصراع مع الفلسطينين لأنه لا يمكنهم الاستمرار و التماسك بدون هذا,negative
61,النهارده  في تحقيق استقصائي عبقري عن الفساد في البورصة في المصريللأسف هيتوه في زحمة الأحداث,positive
62,إستمرار الحراك الطلابي بـ جامعةالمنصورة مفيشعساكريحكمونا,negative
63,أكبر معوقة وخازوق أخذناه كان من الإخوان أنا شايف كده واليوم يجب أن نكمل المشوار دونهم,negative
64,الراجل بتاع الامن بينف بمعدل نفتين كل  دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مرارا وتكرارا ليه عموم الشعب معفن,negative
65,حظ العوالم   الاهليالافريقي,negative
66,منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية,negative
67,الكلاب أوفياء رجاء عدم إهانتهم,positive
68,الشريعة وأحكامها كتبت بعد وفاة الرسول ولذلك غلط تربطها بشخصه مش خوف ولكن حرص على أن المعلومة تكون صح,neutral
69,بنت بتقلد مايكل جاكسون عل الطريقه المصرية  مسخررره  حطنيزكفيفيلم النيزك  أعترا,
70,قتلى وأكثر من  مصاب في محافظات مختلفة هذه مقدمات كارثية لاقتتال أهلي حذرت منه دوما وينبغي رفضه ومواجهته كل الدم ا,negative
71,نفسي فيه و تفو عليه  فيفيعبده,negative
72,أعجبني فيديو على صاحبةالسعادة  إبراهيمعيسى الواقع,positive
73,الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو صيعري صحافه اعلام,positive
74,لا ده بيقوللك وسوري كمان وأعلى حاجة أن بيقوللك عبد البيادة وفي نفس الجملة بيهين الجيش,negative
75,الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم,negative
76,مصر الانقلاب تطالب بمقعد دائم للدول العربية فى مجلس الامن بينما مصر والعرب فى أضعف حال مثل مريض يطالب اتحاد,negative
77,كان حي الطبقة المتوسطة العليا في مصر و ذهب اليه الكتاب و المثقفين المصرين بحثا عن مزيج نادر يتفق مع طبيعته,positive
78,عمال مصر هم عماد الوطن تكرار الإعتداء على العمال يؤكد ان دولة مبارك لم تسقط وان تغيرت الوجوه,negative
79,مستشار قانوني ومحامي  خبراء في الأنظمة والمحاماة محاماة مستشار قانون زواج قضايا محامي الرياض قضية رقم ريتويت,
80,هات مقشتك معاك  يبدأ فريق عمل معا نصنع بداية جديدةلمصر جديدة مجموعة من حملات النظافة فى,
81,المناضل حمدينصباحي سيظل يناضل ويناضل حتى يجد نفسه محكوما عليه بالإعدام بتهمة ممارسة النضال في مكان عام وبكرة تشوفوا,positive
82,مقال د علاء الأسواني هل نكرر خطأ السنهوري  ينشر غدا بجريدة المصري اليوم,
83,انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر,neutral
84,معظم الاخواآن مشاركوش ف الهشتاآج المسئ للسيسي وبكده يبقى الاخوان باعونا مرتين مره ف محمدمحمود ومره ف هشتاجهشتوج,negative
85,ربنا يبارك فيكم,positive
86,إستخدام المساجد في العمل السياسي ونشر العنف,negative
87,اذا تم العفو عن مبارك ونظامه فهذه رسالة من الشعب الى الرئيس القادم تعالى اسرقنا واستبد بنا وذلنا كما كان مبارك,negative
88,شاهد جولة السوري الحر بدرعا  جولة مع أمير الإقتحام جبهة النصرة في تل الجابية بين الجثث والغنائم على,
89,صورة الشهيدة رضا رمضان  سنة التي استشهدت برصاص قوات أمن الانقلاب الفيوم انتخبوالعرص,
90,مهو لما الواحد يصتبح علي جدول الامتحانات كدة مفروض بقيت اليوم هيبقي عامل ازاي,negative
91,عمرك شوفت إستفتاء على دستور يطيح بالمبادئ الدستورية المساواة وتكافؤ الفرص في قواعد مرحلة الإقتراع وإدارتها,negative
92,ايماننا يمحق تهديدهم وسنواصل نضالنا السلمى مع الشعب المصرى وشبابه الثائر لاستكمال ثورتنا والقصاص لدماء شهدائنا وفاءا لروح الشهيد محمدالجندى,positive
93,تذكرنا النبيل مصطفى نبيل كاتبنا الكبير وهو حي يرزق ونتمنى أن يتذكره باحثو الإعلام بعد موتهرحمه الله,positive
94,ألم أقل لكم إنها ممارسة فاضحة لازدواجية المعاير وتخوين المعارضين أملي أن لا تبتلع بعض قطاعات الرأي العام الطعم مجددا,negative
95,ازاي البرادعي يقول ان الهولوكوست مأساة انسانية و ان بوذا ممكن يكون نبي و ان السلفين متطرفين و يطالب بعودة اليهودايهده عصام العريان,negative
96,من الاخر اى حد فيه الرمق من المعارضة يمكن ينزل انتخابات شعب او شورى بيتقبض عليه لغاية ما تخلص خارطة الطريق وبعدها ربنا يسهل,negative
97,الان علي قناة دريم  ضيف برنامج بتوقيت القاهرة مع حافظ الميرازي,
98,الأسواني لهذا لا يوجد فرق بين إرهاب الكنيسة الكاثوليكية في الأندلس على يد الراهب بليدا وإرهاب أسامة بن لادن,negative
99,الاعلامي محمد فودة يعقد مؤتمرا جماهيريا غدا بمدينة زفتى بحضور الفنانة غادةعبدالرازق لدعم المرشح عبدالفتاحالسيسي  إلعب ياسيسي,
100,من يفهم في القانون اكثر من الفقيه الدستوري الدكتور ثروت بدوي والدكتور عاطف البنا والاستاذ جمال عيد كلهم أيدوا قرار الرئيس بعودة البرلمان,positive
101,الانقلاب اعادنا الى عام  بعيدا عن الحريات الضائعة التخلف يزحف على كل القطاعات وبكره تشوفوا مصر,negative
102,نبضرابعة  شاهد معتقلين المنيا في قاعة المحكمة يهتفون ساخرين من القاضي و من فضيحة زوجتة مع مدرب الكراتيه,negative
103,لم ادعم مرسي وقاطعت الانتخابات اعتراضا على عدم عزل شفيق وعدم محاكمته لكن مرسي الفائز طبقا لتقارير القضاة المستقلين الثورة إخلاص للحقيقة,neutral
104,زي النهار الطفل لما ينفلت من بين أيادي الضلمة ويشقشق أنا شفت روح الحق لما إتسللت صرخت وفي وش الخرس إنطقعمار وفؤاد حجاج,
105,نأمل أن لا يصل,
106,موقف الاخوان من جوه برلمانهمشلت بلطجية جنيهشريط ترمدولوجباتنتذكر سوا السادةالمحترمون,negative
107,لا نريد ان يجعلونا نفعل مثلهم فهم لا دين لهم هم تجار دين تحيامصر سأنتخ,neutral
108,هل ممكن يكون مرسي مختفي الفترة دي عشان مش لاقي شاحن هو راخر آه يادولة العكاكين,negative
109,عن الفرح اللمة الخروج ضحكالسنين الغني التصوير اللفبالعربيه الشارع للصبح الخبرة عمرالمسخرة الانبساط يوم فشيخ,positive
110,عبد الناصر عمل وحدة مع سوريا وبدأ بالياميش سيسي هيعمل وحدة مع اسرائيل وبدأها بالطماطم,neutral
111,اخر ساعة يومالجمعة اللهم اني اسألك عيش السعداء وموت الشهداء والفردوس الاعلى بجناتك جنات عدن اللهم امين,positive
112,سبحانك يالله وفي ساعة المطر تستجيب لدعواتنا عادل,positive
113,دورى السيسى مرارطافح,negative
114,وزير الغلابة باسمعودة معتقل ف سجون العسكر لان كل حلمة هو تقديم افضلمنتجلاكرمشعب انامشرقم انتفاضةالسجون,neutral
115,قلمين عقب أسبوع من محمد محمود المجد لأبطال محمد محمودهتفضل مصر شايلة جميلهم دائما وأبدا,positive
116,كفاية اسفاف,negative
117,الليسريفودةمعملهمشريتويت دي فتنة عشان ننقسم ونعادي بعض إلعب غيرها,negative
118,نتفق معك في ان الرجال يعرفون بالحق ولا يعرف الحق بالرجال,positive
119,السيسي يلوم الخطاب الديني غير المرتبط بالعصر على ما لحق من ضرر بقطاع السياحة في مصر مرسي الاخوان السعودية الامارا,negative
120,الحب اللى بيبقى ف النور قدام ربنا احلى بكتر من الكلام ف الموبايل بليل وانك تستخبى من اهلك,neutral
121,مين جاي مؤتمر بكره  مؤتمر الدفاع عن الدستور يستعرض المؤتمر آخر مستجدات وتطورات عملية وضع الدستور وتبعاتها,
122,لا أهاجم مرسي لأني أستكثر عليه الرئاسة بل لأنه كذاب ومخلف لوعوده وفي رقبته دماء شبابلا أسميكم خرفانا فحتى الخروف يستحي أن يدافع عن كذاب,negative
123,عاجبني الإيجابية الخايبة بتاعة الرفاق طيب خليك إيجابي بشوية حنكة سياسية أي منظر مش ستريبتيز مجاني كدة مرارطافح ثورة,negative
124,نتمنى لرئيس الوزراء الدكتور عصام شرف الشفاء العاجل كما نتمنى ألا يكون مرضه مرضا سياسيا,neutral
125,و أعتز بمصريتى و صعيدتى,positive
126,عار عار عار عار عار عار مانحن فيه عار الدماء أنهار والشهداء بالعشرات الرصاص فى الرأس والرقبة والصدر,negative
127,د عمرو حمزاوي اليوم الساعة  مساء على قناة  يناير برنامج اهل البلد,
128,بلطجة الإخوان والإعتداء على الإعلامين بمحيط اكاديمية الشرطة السادةالمحترمون,negative
129,ومن يرددها هم من لا نريدهم في مصر لا في السياسة ولا في البرلمان القادم وكفاهم الضرر الذي أحدثوه لثقافتنا وعينا السياسي بلغتهم وأساليبهم,negative
130,بدء مؤتمر صحفي للصحة للإعلان عن إجراءات مواجهة الكورونا مصر ميدانالتحرير,
131,لابد من حملة إنتخابية على الارض تتواصل مع الناخبين والناخبات ولا تعتمد فقط على الصحافة والتليفزيون,neutral
132,إذا تتوقع إنتصار تشيلسي اليوم ضد ليفربول  ريتويت ليفربولتشيلسي,
133,اتمنى ان تكون القوى الإسلامية والليبرالية واليسارية راغبة بالفعل في تشكيل قائمة وطنية موحدة لخوض الانتخابات البرلمانية القادمة,positive
134,انا مش فاهم واحد عنده اكتر من عشرين الف متابع لمجرد انه حاطط صورتي و محور في اسمي ريبورت و سبام من فضلكم,negative
135,فضيحه تانيه أنا لسه ماسك ف مستشفي راس سدر وعرفت ان تم أخذ من الدوله حدود  مليون جنيه لم يتم صرف  منها,negative
136,اردوجان مستمر في نهجه ويحاول أن يلوث المد الثوري المصري يوسفالحسيني السادةال,negative
137,هنلف ونرجع لنفس النقطةلما تقول إن كل اللي قالوا لا ثورة مضادة يبقى ماتكلمنيش عن التفكير العلمي والمنطقيبس كده,negative
138,حمدينصباحى بيقول برنامجة هيتحقق في  شهور  بس مقالش هيبقي طبيعي و لا قيصري و في مستشفي اية  الرحمة يا رب,negative
139,من يوقف قانون العزل ومن يجمد بلاغات الفساد ضد شفيق ومن يهدر طعون التزوير هل سيجرى انتخابات اعادة نزيهة اما تطبيق القانون او مقاطعة شاملة,negative
140,لما إنت عارف مجموعة الشيوعين بالإسم ابقى قدم فيهم بلاغ ولاتنشر الكلام على عواهنهكلامك واضح يارجل الحوار,negative
141,هل يزول الظلـــم طــوعــا  أو حنــانــا للضعــــاف أينـكـم فـرســان قــــومي  كـي تـهبـوا باصطفـاف غزةتحتالقصف,neutral
142,ابراهيم صلاح ضحى ب  مليون من الهلال السعودى او اتحاد جدة  وإختار الزمالك زملكاوى,positive
143,ب وبعد عزل إجباري للرئيس المدني المنتخب كنت أتمنى أن لا يحدث باحترام الإخوان للجوهر الحقيقي للديمقراطية متمثلا في طلب الشعب التغير,negative
144,الشيخ حازم ابو اسماعيل يرد على فتوى برهامي الأخيرة  فك الله اسرك يا بطل منك نتعلم منهج الدين الحق,positive
145,يا عزيزي حاولت اكثر من مرة من سبتمبر اللي فات وكان موافق ثم اكلم من حوله فلا اجد اجابة شافيةدلوقتي برنامجي خلص خلاص,neutral
146,حطنفسكمكانالبنت اللي بقيت بتسمع شتايم قذرة من ناس اقذر في الشارع عادي علي اساس ان الولاد كدة بتهزر,negative
147,في أمريكا دلوقتي المحطات النوية شغالة وبرامج الفضاء شغالة والأبحاث العلمية والاستديوهات والمصانع والأحزاب وحركات الرفضإنت بقى شغال في إيه,negative
148,اطالب بعزل شفيق ومحاكمته ثم عمل انتخابات نظيفة او التحقيق في التزوير واستبعاد الأصوات الباطلة والإعادة بين الثاني والثالث او مقاطعة المهزلة,negative
149,دعوهللتفاؤل  ما انزل الله من داء الا انزل له دواء,
150,ومع ذلك سقطت بالأمس وإلى الأبد مقولة أن التيارات الديمقراطية لا شعبية لها وأن للإخوان ولحلفائهم احتكار الارادة الشعبية وتوكيل الصناديق,neutral
151,شمس الحريه بتنادي يا وطني يا وطني الغالي يلي خنوك و انتخبوالعرص ريتويت,neutral
152,حوكا,negative
153,من بوابة الأهرام الأسلوب الحقير للصهاينه استخدم من قبل مع اخرين,negative
154,وهذا ماقلته اليوم مع محمود سعد لمن أراد أن يدرك حقيقة أكذوبة الإستقرار الذي يروجون لهتصبحوا على خير,negative
155,البرود اسلوبحياة,negative
156,الإخوان جماعة إرهابية وهم من قتلوا ابني,negative
157,يا فلول يا ولا المره تفويضكوم جابنا لوره مكملين مرسىرئيسى,neutral
158,سنسمو على خلافاتنا السياسية والحزبية وسنعلى فقط المصلحة الوطنية ستنتصر ثورتنا وستكون مصر قوية بإذن الله,positive
159,حين يصبح مصطفى بكري شبه متحدث باسم المجلس العسكري  اعلم أن هناك الكثير يجب عمله حتى تنجح ثورتنا,negative
160,ان اللون الرمادي ليس له محل من الاعراب يا ابيض يا اسود علمتنيالثورة,negative
161,أثار تخريب كنيسة مارجرجس وحرق بيوت الأقباط بقرية دلجا بعد اعتداء الإخوان السادةالمحترمون,negative
162,لا شيء يبرر إحالة المدنين للقضاء العسكري حتى البلطجية القضاء المدني كفيل بهم,negative
163,بوابة الشروق تأجيل لقاء بين الصحة ولجة إضرابالأطباء,
164,أهدم نفسك عشان تبني مستقبلك  التعليمفيمصر,negative
165,يامن تتحدث باسم الاسلام ثم تلقى على من يخالفك في الراى بصندوق قمامة من البذاءات كثيرون ممن تشتمهم اكثر اسلاما منك لانهم مهذبون,neutral
166,مصرالقوية لقد حذرنا في حزب مصر القوية ولا زلنا نحذر من خطورة تحول سلطات الدولة إلى مجرد سند لسلطة عسكرية لا تفهم الس,negative
167,مازالت المشكلة من الداعى وتحت اى راية نجتمع و اسم التجمع و تيار ثالث و لا تيار شعبىو من يقود هل يعقل,neutral
168,دولهالتعريص عسكر حراميه,negative
169,لا يستطيع الرئيس مرسي ان يتنصل من مسئوليته عن الغاء عرض مسرحي على مسرح الدولة هل قرار الأمن أقوى من الرئيساين وعود الرئيس عن حرية الإبداع,negative
170,أما بالنسبة للشامخ فده يدلع ونقوله يا أبو شامخة,negative
171,العملية نسر لم تفشل النسر هرب مع طائر النهضة عشان يتجوزوا عرفي و راجعين,negative
172,دعلاء الأسواني كيف أنصف الإمام محمد عبده  المرأة  أقرأ المقال كاملا,
173,الأسوانيلماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصرين وقمعه للتظاهرات,negative
174,أنصارالمعزول تعدى بالضرب والتعذيب على الصحفى بجريدة فيتو محمد ممتاز,negative
175,الحياةاقتصاد استقالة الرئيس التنفيذي لمجموعة بيجي البريطانية البحرين الامارات الكويت مصر سوريا الجزائ,
176,التنظيم الدولي للإخوان تعلم على يد رامسفيلد يقوم بحربين في وفت واحد او كلاموكلام يوسفالحسيني,negative
177,قالك  الإخوان بيزايدوا علي بتوع الإتحادية طب و جملة مش هننزل نتظاهر مع الإخوان دي إيه  رز بلبن,negative
178,حاولماتبقاش الوالد اللى بيصاحب مية بنت في الاخر هتجوز واحده استرجل بقي,negative
179,الاهلي اسلوبحياة,positive
180,الله ينور عليك يا دكتور هو ده التفكير اللى عايزينه مش كم مسجد وكم كنيسه,positive
181,للمرة الاولى فى  عاما يأتى يوم  أكتوبر والجيش ليس حبيب الشعب الاغلبية بين كاره وغاضب وخائف ومندهش أو لديه ثأر,negative
182,رجعوالجماهير,
183,د أبو الفتوح  رقابة الدولة على الأفكار يحول الناس الى مؤمنين منافقين وهذا ما لانريده ولا نقبله,negative
184,ليس بمقدور احد ان يعيد المصرين الى حظيرة الخوف لقد الثورة كسرت حاجز الخوف الى الأبد لن نتراجع عن مطالب الثورة ولو صدر ضدنا الف حكم,positive
185,الأمن يسمح لـ الألتراس بحضور نهائى شباب اليد بين الأهلى والطيران لمزيد من التفاصيل,
186,نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب مصر القوية وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء,
187,الطاقة البشرية اذا ما احسن استغلالها هى رصيدا و ليست عبئا قوتنا فى عددنا,positive
188,بسمة أمل  قصة سقراط مع النميمة في هذه الأيام وللأسف كثرت الشائعات والنميمة وأصبح الكثير إلا من رحم ربي من,negative
189,اولادميتعقبه الزمالك حبالابيضغير,positive
190,استمعت للعمال لا حق في انشاء نقابات مستقلة  مليون بعقود مؤقتة استبعاد  ألف مرشح من الاتخابات النقابية عدم وجود حد إنساني لللأجور,negative
191,هو إحنا حا نعمل جلسات مجلس شعب ليه ما الإخوان أهم بيخلصوا كل حاجة من مكاتبهم ولا حوجة للزحمة والمصاريف,negative
192,رحم الله شهداء الواجب الوطنى على حدودنا وادعو لجنازة شعبية حاشدة ضد الارهاب والطائفية الدم المصرى حرام,neutral
193,طبعا الرئيس الذي تطلق جماعته بلطجية ليعتدوا ويسحلوا ويضربوا بنات بلده هو رئيس فاقد للشرعية تماما,negative
194,ألف شكر,positive
195,أسماء الجناة والمتهمين بالنيابة العامة وهي تباشر تحقيقاتها نحن سنكشف الحقائق بالكامل للرأي العام وسنحمل جميع الأطراف مسئولياتها للتوضيح,neutral
196,الآن محاضره عن الصحابي الجليل وخليفة رسول الله عثمانبنعفان ذوالنورين إذاعهالقرآن,positive
197,غلط شوف الاعلام بتاعهم بيمسكوا في اي حاجة حتى لو تافهة,negative
198,وحياة قلبي وأفراحه الشبابالاهلي,positive
199,موقف محترم حذر الأمير خالد بن طلال بن عبد العزيز عضو العائلة المالكة بالسعودية أن إجازة الخروج على الرئيس مرسي,positive
200,اصحاب المحلات فى شرم احتفلوا بالانقلاب واذاعوا تسلم الايادى اليوم تظاهروا ضد الانقلاب بكره تشوفو مصر,negative
201,حالا لأول مره في حياتي متشرف أني أكون في مدينه المحله الكبري لأحياء احد الأفراح بعد قليل,positive
202,لم يحدث هذا كذب و افتراء,negative
203,حاجةتستاهلالحمد كل حاجه ف حياتنا اكيد,positive
204,ذاتمومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى  اصلا عادي,negative
205,شخص يهدد بإستمرار الإرهاب وعمليات القتل في سيناء حتي عودة مرسي أعتقد أنه مدان بالقانون والسجن في إنتظاره,negative
206,اهالى عزبةالنخل يفضحون السيسى حملته قالت لنا اعملوا توكيلات للسيسى وهن,negative
207,احي الشيخ حسن عبد البصير امام مسجد سيدى جابر الذي رفض تعليمات الأوقاف بنفاق مرسي في خطبة الجمعةتعلموا الاستقامة أيها الاخوان الكاذبون,neutral
208,تدعون للدين وتنشرون الأكاذيب لم أكن أبدا عضوا بالوطني انتم تتاجرون بالدين,negative
209,ولما تبص حواليك هتعرف انك احسن من ناس كتير عشان كده لازم تقول الحمدلله,positive
210,اكشنيادوري النصرالاهلي النصر سوى شي ماينتسوى فاز وتصدر رغم كل الصعوبات لكن موتوا ياجماهير حوى مع النصر هيهات هي,neutral
211,كنت واثق ان احداث رابعة والدماء التي سالت سوف تكون لها اثارلكني لم اتخيل ابدا انها تصبح وقود يلهب مشاعر الملاين وتحي,neutral
212,مرسي موحد الفتن,negative
213,أخر ما كتبه شهيد اليوم بإذن الله عبد الرحمن احمد  هذه هى نوعية الشباب الذين يقتلهم السيسي حسبنا الله و نعم الوكيل,
214,نيويورك تايمز الانقلاب دراكولا يبطش بالصحافة,negative
215,استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية السادةالمحترمون,negative
216,الببلاوي أنتخبوالعرص الهاشتاج,negative
217,اللىرافضينالسيسىرئيسبيعملوافولوالبعض مرسيرئيسي انتخبوالعرص سيناءخارجالتغطية سأنتخبالسيسى,neutral
