,tweet,sentiment
36,كنت كره القراءه و حول الى مهوس بها حول بيت ال معرضالكتاب ممتن لك جدا استاذي,positive
37,الثورةالعراقية هروب ضابط استخبار فوج خامس في جهاز مكافح الارهاب مقدم حس محجوب عبد الامير,
38,الأسوانيماذا علو الأخوان رداعلى سحل فتاة تعري قتل عشر من قبل عسكر الذين كانو متحالف مع آنذاك,negative
39,حر تعبير لا تضمن تحريض على عنف و فتنة طائفي بل هو خطاب كراه,negative
40,قصد كان موجه كذب أنة ما نتش هناك,negative
41,محب برنامج بيزيدوا,positive
42,مرس فتح على نفس فتوح ضن ذات رئاسي دي دهي في ناس هيبقى كيف شتيمة بعد دهي,negative
43,لا أبدا أنا مسرور من كلام,positive
44,عاجل تأجيل محاكمةمرسي و آخر في قضة أحداث اتحاد إلى جلسة مايو مقبل سوى,
45,قاهر حمل أمن إستهدفت بؤر إجرام دوائر أقسام شرطة مصرالقديمة المعادى دارالسلام كم من,
46,حازمعبدالعظيم هو بيرد علي على تويتر أيام حكم مرسى ويقولى جيش دخل حلى ليس حكم حازم دلوقتى فى,
47,بكرة قبل مايستقيل خد معى ميكروفون البيتبكري متن خد غرض من مجلس,negative
48,كامل احترام ل عباس لي مسك لسان ما شتمش,positive
49,اليومالسابع أستاذ حقوق قاهر تشرف تدريس رئيس عدلىمنصور,
50,خلقجميل نقول حمد له على كل حاج أن رب ماش بيعمل حاج وحش أبدا,positive
51,سبع دروس مستفاد خرج بها من حلق دردش تيوب التي أذاع أحد ماضي عن اهتمام شباب عرب على الإنترنت,
52,سخرة قدر ان الاخوان بارهابهم حينجحوا السيسي و دول غباء حتنجح حمد مصر ابريل,neutral
53,بقى دائم سؤال لما إنت جامد قوة مفترض إن معارض بيموتوا غيظ شاغل نفس يهم لاه ما بتستمتعش حلاوة إنجازاتكالإجابةلأنك فاشل,negative
54,اكترى شيء أهم معرفة هل دهي مشروع إستقلال حقيق لا كار مفاوض في نفس توكيل,neutral
55,رصد خاص راس جامع حلو جاب جامع قبل بدء فعال مولد سيد السيسي,
56,ج نعت رئيس بعد حشد مذهب طائفي رئيس تكفير منتخب امتنع تشويه موقف تحويل عبث إلى أي شيء غير رفض مذهب تكفير,negative
57,ناس لازم تحسي إن يونيو جت على فايد على مستوى الإقتصادي والاجتماعيوسفالحسيني نقطةلقاء مص,positive
58,إصابة سيد فى مشاجر بين شيخ بلد مساعد شرطة أسلحة نار ب بنيسويف مصر تفاصيل على,
59,خافي نظام من ضيع عينهكمل تحقيق حلم فاعتقلوهخرج و مل طريق قتل باسممحسن حكاية ثورة,
60,د أبو فتوح حكومة الإسرائيلية أطال أمد صراع مع الفلسطينين أن لا أمكن استمرار و التماس بدون هذا,negative
61,النهارده في تحقيق استقصاء عبقري عن فساد في بورصة في المصريللأسف هيت في زحم أحداث,positive
62,إستمرار حراك طلاب ب جامعةالمنصورة مفيشعساكريحكمونا,negative
63,كبر معوق خازوق أخذ كان من إخوان أنا شايف دهي يوم جبى أن كمل مشوار دون,negative
64,راجل بتاع الامن بينف معدل أفتى كل دقايق فتح شبابيك عش سقع راح اشتكى مرار تكرار لاه عموم شعب معفن,negative
65,حظ عوالم الاهليالافريقي,negative
66,منهج انقلاب قتل قمع سجن اى معارض اعلام فاسد قضاء مسيس ارتفاع للاسعار اقتصاد انهار عزلة دولي شحات خليج,negative
67,كلاب أوفياء رجاء عدم إهانة,positive
68,شريعة أحكام كتب بعد وفاة رسول ذلك غلط ربط شخص ماش خوف لكن حرص على أن معلوم تكون صاح,neutral
69,بنت تقلد مايكل جاكسون عل الطريقه مصر مسخررره حطنيزكفيفيلم نيزك عتر,
70,قتلى أكثر من مصاب في محافظ مختلف هذه مقدم كارثة اقتتال هل حذر من دوم انبغى رفض مواجه كل دم ا,negative
71,نفس في و تف على فيفيعبده,negative
72,أعجب فيديو على صاحبةالسعادة إبراهيمعيسى واقع,positive
73,الله بارك في الحمدلله شدو رحال من أدان الى ليفربول كان واثق خلف عظيم مورينهو صيعري صحاف اعلام,positive
74,لا دهي بيقوللك سورة كم أعلى حاج أن بيقوللك عبد بيادة في نفس جمل بيهين جيش,negative
75,الذين انتخب شفيق ليسوا ضرورة فلول فلول بساط هم كل من اشترك استفاد من فساد مبار لا يم ثورة ان تحالف مع لان قام ضد,negative
76,مصر انقلاب طالب مقعد دائم دول عرب فى مجلس الامن بينما مصر عرب فى ضعف حال مثل مريض طالب اتحاد,negative
77,كان حي طبق متوسط عليا في مصر و ذهب ال كتاب و مثقف مصر بحث عن مزيج نادر اتفق مع طبيعة,positive
78,عمال مصر هم عماد وطن تكرار الإعتداء على عمال أكد ان دول مبار لم أسقط واني تغير وجوه,negative
79,مستشار قانون محام خبراء في أنظمة محاماة محاماة مستشار قانون زواج قضايا محام الرياض قضة رقم ريتويت,
80,هات مقشة معى أبدأ ريق عمل مع صنع بداية جديدةلمصر جديد مجموع من حمل نظاف فى,
81,مناضل حمدينصباحي أظل ناضل ناضل حتى وجد نفس محكوم على إعدام تهم ممارس نضال في مكان عام بكرة تشوف,positive
82,مقال د علاء الأسواني هل كر خطأ السنهوري نشر غدا جريد مصر يوم,
83,انصار حر ديمقراطي فى اوروبا وضع شجاع قبل اى شيأ اخر نادي ايطالي انتظر موقف انقلاب من عبد ظاهر,neutral
84,معظم الاخواآن مشاركوش ف الهشتاآج المسئ للسيسي كد بقى الاخوان باع مر مر ف محمدمحمود مر ف هشتاجهشتوج,negative
85,رب بارك في,positive
86,إستخدام مساجد في عمل سياسة نشر عنف,negative
87,اذا تم عفو عن مبار نظام هذه رسالة من شعب الى رئيس قادم تعالى سرق استبد بنا ذل كما كان مبار,negative
88,شاهد جول سورة حر بدرعا جول مع أمير الإقتحام جبهة نصرة في تل جابي بين الجثث غنائم على,
89,صور شهيد رض رمض سنة التي استشهد رصاص قوة من انقلاب فيوم انتخبوالعرص,
90,مهو لما واحد يصتبح علي جدول امتحان كد مفروض بقى يوم هيبقي عامل ازاي,negative
91,عمر شوفت إستفتاء على دستور أطاح مبادئ دستور مساواة تكافؤ فرص في قواعد مرحلة الإقتراع إدارة,negative
92,ايماننا امحق تهديد واصل نضال سلمى مع شعب المصرى شباب ثائر استكمال ثورة قصاص دماء شهداء وفاء روح شهيد محمدالجندى,positive
93,تذكر نبيل مصطفى نبيل كاتب كبير هو حي رزق تمنى أن تذكر باحث إعلام بعد موتهرحمه الله,positive
94,لم أقل لكم إن ممارس فاضح ازدواج معاير خوى معارض أمل أن لا ابتلع بعض قطاع رأي عام طعم مجدد,negative
95,ازاي برادع أقول ان هولوكوست مأساة انسانية و ان باذ ممكن كوى نبي و ان سلف متطرف و طالب عود اليهودايهده عصام عرى,negative
96,من الاخر اى حد في رمق من معارض يم نزل انتخاب شعب او شورى بيتقبض على غاي ما تخلص خارط طريق بعد رب سهل,negative
97,ال علي قناة دريم ضيف برنامج توقيت قاهر مع حافظ الميرازي,
98,الأسواني هذا لا أوجد فرق بين إرهاب كنيس كاثوليك في أندلس على يد راهب بليد إرهاب سام بن لاد,negative
99,الاعلامي محمد فود عقد مؤتمر جماهيري غدا مدين زفتى حضور فنان غادةعبدالرازق دعم مرشح عبدالفتاحالسيسي إلعب ياسيسي,
100,من فهم في قانون كثر من فقيه دستور دكتور ثرا بدو دكتور عاطف لبن والاستاذ جمال عيد كل أيد قرار رئيس عود برلمان,positive
101,انقلاب اعادنا الى عام بعيد عن حر ضائع تخلف زحف على كل قطاع كره تشوف مصر,negative
102,نبضرابعة شاهد معتقل منى في قاع محكم هتف ساخر من قاضي و من فضيحة زوجتة مع مدرب الكراتيه,negative
103,لم دعم مرس قاطع انتخاب اعتراض على عدم عزل شفيق عدم محاكم لكن مرس الفائز طبق تقارير قضاة مستقل ثورة إخلاص حقيق,neutral
104,زي نهار طفل لما انفلت من بين أيادي الضلمة شقشق أنا شاف روح حق لما إتسللت صرخت في وشى خرس إنطقعمار فؤاد حجاج,
105,أمل أن لا صلى,
106,موقف الاخوان من جو برلمانهمشلت بلطج جنيهشريط ترمدولوجباتنتذكر سو السادةالمحترمون,negative
107,لا أراد ان جعل فعل مثل هم لا دين هم هم تجار دين تحيامصر نتخ,neutral
108,هل ممكن كوى مرس مختفي فترة دي عش ماش لاقى شاحن هو راخر آه يادولة العكاكين,negative
109,عن فرح لمة خروج ضحكالسنين غن تصوير اللفبالعربيه شارع صبح خبر عمرالمسخرة انبساط يوم شيخ,positive
110,عبد ناصر عمل وحد مع سوري بدأ ياميش وسى هيعمل وحد مع اسرائيل بدأ طماطم,neutral
111,اخر ساعة يومالجمعة اللهم اني سأل عيش سعداء موت شهداء فردوس الاعلى جن جن عدن اللهم امين,positive
112,سبحان يالله في ساعة مطر استجاب دعوات عادل,positive
113,دورى السيسى مرارطافح,negative
114,زير غلاب باسمعودة معتقل ف سجون عسكر لان كل حلم هو تقديم افضلمنتجلاكرمشعب انامشرقم انتفاضةالسجون,neutral
115,قلم عقب أسبوع من محمد محمود مجد أبطال محمد محمودهتفضل مصر شايلة جميل دائم أبدا,positive
116,كفاية اسفاف,negative
117,الليسريفودةمعملهمشريتويت دي فتنة عش انقسم عادى بعض إلعب غير,negative
118,اتفق مع في ان رجال عرف حق لا عرف حق رجال,positive
119,السيسي لام خطاب دين غير مرتبط عصر على ما حق من ضرر قطاع سياح في مصر مرس الاخوان سعودي الامارا,negative
120,حب اللى بيبقى ف نور قدام رب احلى بكتر من كلام ف الموبايل ليل نكى تستخبى من هلك,neutral
121,مان جاي مؤتمر كره مؤتمر دفاع عن دستور استعرض مؤتمر آخر مستجد تطور عملة وضع دستور تبعة,
122,لا هاجم مرس أنة كثر على الرئاسة بل أن كذاب مخلف وعود في رقبة دماء شبابلا سم خرف حتى خروف استحيا أن دافع عن كذاب,negative
123,عاجبني إيجاب الخايبة بتاعة رفاق طيب خلة إيجاب شوى حنك سياسة أي منظر ماش ستريبتيز مجان كد مرارطافح ثورة,negative
124,تمنى رئيس وزراء دكتور عصام شرف شفاء عاجل كما تمنى ألا كوى مرض مرض سياسي,neutral
125,و اعتز بمصريتى و صعيدتى,positive
126,عار عار عار عار عار عار مانح في عار دماء نهار شهداء عشر رصاص فى رأس رقبة صدر,negative
127,د عمر حمزاوي يوم ساعة مساء على قناة يناير برنامج اهل بلد,
128,بلطج إخوان والإعتداء على إعلام محيط اكاديمية شرطة السادةالمحترمون,negative
129,من رد هم من لا أراد في مصر لا في سياسة لا في برلمان قادم فاهم ضرر الذي أحدث ثقاف عي سياسة بلغة أساليب,negative
130,بدء مؤتمر صحف صحة إعلان عن إجراء مواجه الكورونا مصر ميدانالتحرير,
131,لابد من حمل إنتخابية على الارض تواصل مع ناخب ناخب لا اعتمد فقط على صحاف والتليفزيون,neutral
132,إذا توقع إنتصار تشيلسي يوم ضد ليفربول ريتويت ليفربولتشيلسي,
133,اتمنى ان تكون قوى إسلام ليبرالي يسار راغب فعل في تشكيل قائم طن موحد خوض انتخاب برلمان قادم,positive
134,انا ماش فا واحد عند اكترى من عشر لفا متابع مجرد نهو حاطط صور و محور في اسم ريبورت و سبام من فضل,negative
135,فضيح تان أنا لاس ماس ف مستشف راسي سدر عرف ان تم أخذ من الدوله حدود مليون جن لم يتم صرف من,negative
136,اردوجان مستمر في نهج حاول أن لاث مد ثورة مصر يوسفالحسيني السادةال,negative
137,هنلف رجع نفس النقطةلما تقول إن كل لي قال لا ثورة مضاد بقى ماتكلمنيش عن تفكير علم والمنطقيبس دهي,negative
138,حمدينصباحى بيقول برنامج هيتحقق في شهور بس مقالش هيبقي طبيعة و لا قيصر و في مستشف اية رحمة يا رب,negative
139,من وقف قانون عزل من جمد بلاغ فساد ضد شفيق من هدر طعون تزوير هل أجرى انتخاب اعادة نزيه اما تطبيق قانون او مقاطع شامل,negative
140,لما إنت عارف مجموع الشيوعين بالإسم ابقى قدم في بلاغ ولاتنشر كلام على عواهنهكلامك واضح يارجل حوار,negative
141,هل زول ظلم طوع أو حنان ضعاف أين رس قوم كي أهب اصطفاف غزةتحتالقصف,neutral
142,ابراهيم صلاح ضحى ب مليون من هلال السعودى او اتحاد جد وإختار زمالك زملكاوى,positive
143,ب بعد عزل إجبار رئيس مدن منتخب كنت منى أن لا حدث احترام إخوان جوهر حقيق ديمقراطي متمثل في طلب شعب تغير,negative
144,شيخ حازم بوى اسماعيل ردى على فتوى برهامي أخير فك الله سرا يا بطل من تعلم منهج دين حق,positive
145,يا عزيز حاول كثر من مرة من سبتمبر لي فات كان موافق ثم كلم من حول لا جدا اجابة شافيةدلوقتي برنامج خلص خلاص,neutral
146,حطنفسكمكانالبنت لي بقى تسمع شتايم قذر من ناس قذر في شارع عاد علي اساس ان الولاد كد بتهزر,negative
147,في أمريكا دلوقتي محط نوى شغال برامج فضاء شغال أبحاث علم والاستديوهات مصانع أحزاب حركة الرفضإنت بقى شغال في إيه,negative
148,اطالب عزل شفيق محاكم ثم عمل انتخاب نظيف او تحقيق في تزوير استبعاد أصوات باطل إعادة بين ثاني ثالث او مقاطع مهزلة,negative
149,دعوهللتفاؤل ما نزل الله من داء ال نزل له دواء,
150,مع ذلك سقط أمس إلى أبد مقول أن تيار ديمقراطي لا شعب لها أن إخوان حلفاء احتكار الارادة شعب توكيل صناديق,neutral
151,شمس الحريه تناد يا طن يا طن غالي ولى خن و انتخبوالعرص ريتويت,neutral
152,حوك,negative
153,من بواب أهرام أسلوب حقير للصهاينه استخدم من قبل مع اخرين,negative
154,هذا ماقل يوم مع محمود سعد من راد أن أدار حقيق أكذوبة الإستقرار الذي راج لهتصبحوا على خير,negative
155,برود اسلوبحياة,negative
156,إخوان جماع إرهاب هم من قتل ابن,negative
157,يا فلول يا لا المره تفويضكوم جاب وره مكمل مرسىرئيسى,neutral
158,سما على خلاف سياسة حزب على فقط مصلح وطن انتصر ثورة كون مصر قوى إذن الله,positive
159,حين صبح مصطفى بكرة شبه متحدث اسم مجلس عسكر علم أن هناك كثير جبى عمل حتى تنجح ثورة,negative
160,ان لون رماد ليس له محل من الاعراب يا ابيض يا اسود علمتنيالثورة,negative
161,أثار تخريب كنيس مارجرجس حرق بيوت أقباط قرى دلج بعد اعتداء إخوان السادةالمحترمون,negative
162,لا شيء أبر إحالة مدن قضاء عسكر حتى بلطج قضاء مدن فيل هم,negative
163,بواب شروق تأجيل لقاء بين صحة لجة إضرابالأطباء,
164,هدم نفس عش تبن مستقبل التعليمفيمصر,negative
165,يامن تحدث اسم الاسلام ثم ألقى على من خالف في الراى صندوق قمام من بذاءة كثير ممن شتم كثر اسلاما من لان مهذب,neutral
166,مصرالقوية قد حذر في حزب مصر قوى لا زل حذر من خطورة تحول سلط دول إلى مجرد سند سلط عسكر لا تف الس,negative
167,مازالت مشكل من داعى تحت اى راي اجتمع و اسم تجمع و تيار ثالث و لا تيار شعبىو من قود هل عقل,neutral
168,دولهالتعريص عسكر حرام,negative
169,لا استطاع رئيس مرس ان تنصل من مسئوليته عن الغاء عرض مسرح على مسرح دول هل قرار أمن قوى من الرئيساين عود رئيس عن حر إبداع,negative
170,أما نسب شامخ دهي دلع نقول يا أبو شامخ,negative
171,عملة نسر لم فشل نسر هرب مع طائر نهضة عش تجوز عرف و راجع,negative
172,دعلاء الأسواني كيف نصف إمام محمد عبد المرأة أقرأ مقال كامل,
173,الأسوانيلماذا أصر ولاية متحد على استمرار في دعم مرس نهاية رغم قتل مصر قمع تظاهر,negative
174,أنصارالمعزول تعدى ضرب تعذيب على الصحفى جريد توى محمد ممتاز,negative
175,الحياةاقتصاد استقالة رئيس تنفيذ مجموع بيجي بريطاني بحر الامارات كويت مصر سوري الجزائ,
176,تنظيم دولي إخوان تعلم على يد رامسفيلد قام حرب في فت واحد او كلاموكلام يوسفالحسيني,negative
177,قال إخوان بيزايدوا علي بتوع الإتحادية طب و جمل ماش هننزل تظاهر مع إخوان دي إيه رز لبن,negative
178,حاولماتبقاش والد اللى بيصاحب مي بنت في الاخر هتجوز واحد استرجل بق,negative
179,الاهلي اسلوبحياة,positive
180,الله أنور على يا دكتور هو دهي تفكير اللى عايزينه ماش كم مسجد كم كنيس,positive
181,مر الاولى فى عام يأتى يوم أكتوبر جيش ليس حبيب شعب الاغلبية بين كاره غاضب خائف مندهش أو لدى ثأر,negative
182,رجعوالجماهير,
183,د أبو فتوح رقاب دول على أفكار حول ناس الى مؤمن منافق هذا ما لانريده لا قبل,negative
184,ليس مقدور حدا ان أعاد مصر الى حظيرة خوف قد ثورة كسر حاجز خوف الى أبد لن تراجع عن مطالب ثورة لو صدر ضد لفا حكم,positive
185,أمن سمح ل الألتراس حضور نهائى شباب يد بين الأهلى طير مزيد من تفاصيل,
186,هنأ دكتور عبد منعم أبو فتوح تأسيس حزب مصر قوى دعا له توفيق أن كوى هذا حزب خطوة نحو بناء,
187,طاق بشر اذا ما حسن استغلال هى رصيد و ليست عبأ قوة فى عدد,positive
188,بسمة أمل قصة سقراط مع نميم في هذه أيام أسف كثر شائع نميم أصبح كثير إلا من رحم رب من,negative
189,اولادميتعقبه زمالك حبالابيضغير,positive
190,استمع عمال لا حق في انشاء نقاب مستقل مليون عقود مؤقتة استبعاد ألف مرشح من الاتخابات نقاب عدم جود حد إنسان لللأجور,negative
191,هو إحن حا عمل جلسة مجلس شعب لاه ما إخوان هم بيخلصوا كل حاج من مكاتب لا حوج زحم مصاريف,negative
192,رحم الله شهداء واجب الوطنى على حدود وادع جناز شعب حاشد ضد الارهاب طائفي دم المصرى حرام,neutral
193,طبع رئيس الذي طلق جماع بلطج عتد سحل ضرب بن بلد هو رئيس فاقد شرع تمام,negative
194,ألف شكر,positive
195,أسماء جناة متهم نيابة عام هي باشر تحقيق نحن كشف حقائق كامل رأي عام حمل جميع أطراف مسئولياتها توضيح,neutral
196,الآن محاضر عن صحاب جليل خليف رسول الله عثمانبنعفان ذوالنورين إذاعهالقرآن,positive
197,غلط شوف الاعلام بتاعهم بيمسكوا في اي حاج حتى لو تافه,negative
198,حياة قلب وأفراحه الشبابالاهلي,positive
199,موقف محترم حذر أمير خالد بن طلال بن عبد عزيز عضو عائل مالك سعودي أن إجازة خروج على رئيس مرس,positive
200,اصحاب محل فى شرم احتفل انقلاب واذاعوا تسلم الايادى يوم تظاهر ضد انقلاب كره تشوف مصر,negative
201,حال أول مر في حي متشرف أنة كون في مدين المحله كبر أحياء حدا الأفراح بعد قليل,positive
202,لم حدث هذا ذب و افتراء,negative
203,حاجةتستاهلالحمد كل حاج ف حي اكيد,positive
204,ذاتمومنت لما موبايلك غطس في البطنيه قعد ادور في ما تلقشي واخر حاج نفض البطنيه قعد الموبايل ايتخبط فيالوطى اصلا عاد,negative
205,شخص هد بإستمرار إرهاب عملة قتل في أناء حت عود مرس اعتقد أن مد قانون سجن في إنتظاره,negative
206,اهالى عزبةالنخل فضح السيسى حمل قال لنا عمل توكيل للسيسى هن,negative
207,حيي شيخ حسن عبد بصير امام مسجد سيدى جابر الذي رفض تعليم أوقاف نفاق مرس في خطبة الجمعةتعلموا استقامة أي الاخوان كاذب,neutral
208,ادعى دين نشر أكاذيب لم كنى أبدا عضو وطن انتمى تاجر دين,negative
209,لما باص حوالى هتعرف نكى حسن من ناس كتير عش دهي لازم تقول الحمدلله,positive
210,اكشنيادوري النصرالاهلي نصر سوى شي ماينتسوى فاز صدر رغم كل صعوبة لكن موت ياجماهير حوى مع نصر هيهات هي,neutral
211,كنت واثق ان احداث رابع دماء التي سالت سوف تكون لها اثارلكني لم اتخيل ابدا انها تصبح وقود لهب مشاعر ملا أحيا,neutral
212,مرس موحد فتن,negative
213,أخر ما تب شهيد يوم إذن الله عبد رحمن حمد هذه هى نوع شباب الذين قتل السيسي حسب الله و نعم وكيل,
214,نيويورك تايمز انقلاب دراكولا بطش صحاف,negative
215,استمرار تطور تجديد كوادر تنظيم مسلح جماع إخوان إرهاب السادةالمحترمون,negative
216,الببلاوي أنتخبوالعرص الهاشتاج,negative
217,اللىرافضينالسيسىرئيسبيعملوافولوالبعض مرسيرئيسي انتخبوالعرص سيناءخارجالتغطية سأنتخبالسيسى,neutral
218,وماحدش هيضيع بلد غير جبان واط حقير عديم ذمة لي عمر ما بيقبل على نفس ما قبل على غير من كتر ما هو خائف جبان,negative
219,مفيش حاج اسم دول طن في حاج اسم جماع تنظيم طز في مصر السادةالمحترمون,negative
220,العربيالجديد ميد ارتفاع عدد مستخدم واتسآب و مليون رسالة يوم,
221,مال سمك إسكندرية يافندم طب الله من غير مبالغ فات عالم مالقيت مثيل توسل إليكي ماتحطميش أسطورة خاصة,positive
222,اعتقال كالامطار بلا مبرر لكن انقلاب رفض حضور محام تحقيق نيابة,negative
223,عبد منعم بوى فتوح اعداء مصري فى خارج داخل دبر مؤامرة لاجهاض ثورة يناير,negative
224,قدام بيت ايموشنموجب ربيع جمال نيويورك بيت مبتعث,positive
225,صراح عن ناس بيبقى نفس تقول يل مركب اللى ودى و يا ريت تقلب و هى بتودى رخام,negative
226,جزار فاشل حضر الآن سكين لكي ذبح بعض باش فداء قبل أن اكتشف أن مشكل عمق من شل أشخاص هي مشكل شل سياسة,negative
227,النصرالفيصلي عظيم جمهور الله سعد حاضر كل والغايبين,positive
228,نات فودافون بيعلم صبر,negative
229,عصام سلط فضل عشر سنوات عامل نفس منشق ضد الاخوان عد بعد الثوره اتضح نهم من لا انشق لا حزن,negative
230,كنت تأجل وتيجي من جميل عمل في قعر مجلس كبير عائل بس هتقول إيه غباء سياسة صنع,negative
231,إنت باين على جن من دول مفضوح جدا,negative
232,سام عبث تاريخ زعيم جعل كبر افراحنا فوز بطولة اولمبي رحل,neutral
233,مدير جامع إمام استنكر ثناء على أردوغان اعتبر ترك دول فاسد فاسق فاجر تنشر رذيل عسير سعودي,negative
234,لا نكر أحد ضرورة إجراء إصلاح شامل قضاء سواء فى كيفية تعين فى بداية حتى كيفية محاسب داخل القضاءلهذا تقدم,neutral
235,جبناء كذب عل حدا أقول ان عسكر لم حكم مصر اخر عام طالب خضوع مصر جيش استشارة فى اى حاج خاص,negative
236,مقال عمروحمزاوي مذهب مدمر مسموع من موقع اقرألي,
237,انقلاب غلق مسجد نصر ب رفح من ظلم ممن منع مساجد الله ان ذكر في اسم سعة فى خراب انتظر عقاب الله,negative
238,مبادر دستور باطل تعريف شارع مساوئ الاقتصاديه و الاجتماعيه دستور ببساطةريتويت بق مر قبل لأى,negative
239,عندما أسكت إخوان على بذاءة شيوخ مؤيد هم تطاول على أعراض فوق منابر لا فرح كثير أن كت نار بذاء سفال,negative
240,كذبة حقير الاهرام العربيمرسي طبع مليار جن بنك المركزى أسف استنكر رفض تعقيب,negative
241,انتقاص من صلاحية برلمان منتخب واعطاء صلاحية تشريع مجلس استشارة معين هما أمر انبغى على كل مؤمن ديمقراطي أن رفض,negative
242,قانون منع التظاهروالاعتصام مزمع إصدار حسم امرأمام كل متردد أن واجه سلط قمع ليس لها مشروع سته حر كرام حقوق مصر,negative
243,عاد من الاسماعلية منذ قليل بعد يوم حافل ختم مؤتمر جماهير دفء مشاعر هل الاسماعلية هون برود جو,positive
244,اعرفوهمانقلابمصريسقطحكمالعسكر الداخليةبلطجية شهداءالحرية شهيد محمد فتحة عام بنيسويف,neutral
245,حسن حاج في أغن السكةشمال هيا ايه ايه ايه ايه لي أمير بيقولها قبل ما بيغن علي طول,
246,أيام هذه هى أيام اختلال مفزع معاير حكم على أمور فى مجال عام فى مصر وفى بلاد عرب,negative
