,tweet,sentiment
21,ضعف انتخاب جماهير لا اقتصر علي أحزاب الجديده أطال كل تأكيد قوة راسخ في مشهد سياسة إلا أن عقود سلطوي مبار الطويله نهكة,negative
22,مصرالقويه حذر من خطر تحول سلط الدوله مجرد سند سلط عسكر لا تف سياسه لا أعيا معني الدوله ومهامها حدود خارج كره حمل سلاح,negative
23,منذ عام حت الآن كل ما قدم أنصار تيار شعار الإسلاميه مصر مجرد مشاريع خناق مع عالم كون أبناء وطن,negative
24,باسمطلعحرامي يا حرام,negative
25,دعمرو حمزاوي برنامج أخر كلام إبريل,
26,سلف سعيد عبد عظيم قال أن مرس آي من آية الله نسي أن الله أعال رسل إلي مصر أيام سيد موسي آية من جراد قمل ضفادع دم,negative
27,لسان عرب بين الألسنه زمن ربيع بين الأزمنه اليومالعالميللغهالعربيه,positive
28,ورك لك في مولود دعا الله ان جمع شمل الأسره في بيت طيب و جعل من خالد نعم الإبن نعم أبوي,positive
29,اكتبعبارهعليبابقلبك فراق وجه ضيق مواجه عيد وقت قاسى تقاليد قشر,
30,كثر شعور وجع لما تجوع في بيت مو بيت ايموشنموجب,negative
31,هاتلي اخوان أي حاج ماش تنوين ماش ضمير اخوان بعد كلم ماش هتلاقي غير لوط شياط,negative
32,عايز تكون عضو في حمل مشير السيسي سهل جدا ساعد اننا عمل مليون شار سأنتخبالسيسي,positive
33,الماظهلابد من معاير عداد توحيد التعريفه كل القاطنينالتقديرات الجزافيه ظلم لابد أن توقف,negative
34,من سنن التي فعل في وضع تشهد وضع يد علي فخذ يمن علي يمن يسر علي يسر مبسوط أصابع مضموم نشرسيرته,
35,جمهور مصر الطبيعيه جمهور ديمقراطي حقيق جمهور مدن أحمى حقوق المواطنه و المساواه و عدل,positive
36,كنت كره القراءه و حول ال مهوس بها حول بيت ال معرضالكتاب ممتن لك جدا استاذي,positive
37,الثورهالعراقيه هروب ضابط استخبار فوج خامس في جهاز مكافح الارهاب مقدم حس محجوب عبد الامير,
38,الأسوانيماذا علو الأخوان رداعلي سحل فت تعري قتل عشر من قبل عسكر الذين كانو متحالف مع آنذاك,negative
39,حر تعبير لا تضمن تحريض علي عنف و لفت الطائفيه بل هو خطاب كراه,negative
40,قصد كان موجه كذب أنة ما نتش هناك,negative
41,محب برنامج بيزيدوا,positive
42,مرس فتح علي نفس فتوح ضن ذات الرئاسيه دي دهي في ناس هيبقي كيف الشتيمه بعد دهي,negative
43,لا أبدا أنا مسرور من كلام,positive
44,عاجل تأجيل محاكمهمرسي و آخر في قضة أحداث الاتحاديه إلي جلس مايو مقبل سوى,
45,القاهره حمل أمن إستهدفت بؤر الإجراميه دوائر أقسام شرط مصرالقديمه معاد دارالسلام كم من,
46,حازمعبدالعظيم هو بيرد علي علي تويتر أيام حكم مرس ويقولي جيش دخل حلى ليس حكم حازم دلوقتي في,
47,بكرة قبل مايستقيل خد معى ميكروفون البيتبكري متن خد غرض من مجلس,negative
48,كامل احترام ل عباس لي مسك لسان ما شتمش,positive
49,اليومالسابع أستاذ حقوق القاهره تشرف تدريس رئيس عدليمنصور,
50,خلقجميل نقول حمد له علي كل حاج أن رب ماش بيعمل حاج وحش أبدا,positive
51,سبع دروس مستفاد خرج بها من حلق دردش تيوب التي أذاع أحد ماضي عن اهتمام شباب عرب علي الإنترنت,
52,سخرة قدر ان الاخوان بارهابهم حينجحوا السيسي و الدوله غباء حتنجح حمد مصر ابريل,neutral
53,بقى دائم سؤال لما إنت جامد قوة مفترض إن معارض بيموتوا غيظ شاغل نفس يهم لاه ما بتستمتعش بحلاوه إنجازاتكالإجابهلأنك فاشل,negative
54,اكترى شيء أهم معرفة هل دهي مشروع إستقلال حقيق لا كار مفاوض في نفس توكيل,neutral
55,رصد خاص راس جامع حلو جاب الجامعه قبل بدء فعال مولد سيد السيسي,
56,ج نعت رئيس بعد حشد مذهب طائفي رئيس تكفير منتخب امتنع تشويه موقف تحويل عبث إلي أي شيء غير رفض المذهبيه تكفير,negative
57,ناس لازم تحسي إن يونيو جت على فايد علي مستوي الإقتصادي والاجتماعيوسفالحسيني نقطهلقاء مص,positive
58,إصابه سيد في مشاجر بين شيخ بلد مساعد شرط بالأسلحه الناريه ب بنيسويف مصر تفاصيل علي,
59,خافي نظام من ضيع عينهكمل تحقيق حلم فاعتقلوهخرج و مل طريق قتل باسممحسن حكايه ثور,
60,د أبو فتوح الحكومه الإسرائيليه أطال أمد صراع مع الفلسطينين أن لا أمكن استمرار و التماس بدون هذا,negative
61,النهارده في تحقيق استقصاء عبقري عن فساد في البورصه في المصريللأسف هيت في زحم أحداث,positive
62,إستمرار حراك طلاب ب جامعهالمنصوره مفيشعساكريحكمونا,negative
63,كبر معوق خازوق أخذ كان من إخوان أنا شايف دهي يوم جبى أن كمل مشوار دون,negative
64,راجل بتاع الامن بينف معدل أفتى كل دقايق فتح شبابيك عش السقعه راح اشتكى مرار تكرار لاه عموم شعب معفن,negative
65,حظ عوالم الاهليالافريقي,negative
66,منهج انقلاب قتل قمع سجن اي معارض اعلام فاسد قضاء مسيس ارتفاع للاسعار اقتصاد انهار عزل دولي شح خليج,negative
67,كلاب أوفياء رجاء عدم إهانة,positive
68,الشريعه أحكام كتب بعد فا رسول ذلك غلط ربط شخص ماش خوف لكن حرص علي أن المعلومه تكون صاح,neutral
69,بنت تقلد مايكل جاكسون عل الطريقه المصريه مسخررره حطنيزكفيفيلم نيزك عتر,
70,قتل أكثر من مصاب في محافظ مختلف هذه مقدم كارثة اقتتال هل حذر من دوم انبغى رفض مواجه كل دم ا,negative
71,نفس في و تف على فيفيعبده,negative
72,أعجب فيديو علي صاحبهالسعاده إبراهيمعيسي واقع,positive
73,الله بارك في الحمدلله شدو رحال من أدان ال ليفربول كان واثق خلف عظيم مورينهو صيعري صحاف اعلام,positive
74,لا دهي بيقوللك سورة كم على حاج أن بيقوللك عبد البياده في نفس الجمله بيهين جيش,negative
75,الذين انتخب شفيق ليسوا بالضروره فلول فلول بساط هم كل من اشترك استفاد من فساد مبار لا يم للثوره ان تحالف مع لان قام ضد,negative
76,مصر انقلاب طالب مقعد دائم دول العربيه في مجلس الامن بينما مصر عرب في ضعف حال مثل مريض طالب اتحاد,negative
77,كان حي الطبقه المتوسطه عليا في مصر و ذهب ال كتاب و مثقف مصر بحث عن مزيج نادر اتفق مع طبيعة,positive
78,عمال مصر هم عماد وطن تكرار الإعتداء علي عمال أكد ان دول مبار لم أسقط واني تغير وجوه,negative
79,مستشار قانون محام خبراء في الأنظمه والمحاماه محاماه مستشار قانون زواج قضايا محام الرياض قضة رقم ريتويت,
80,هات مقشة معى أبدأ ريق عمل مع صنع بدايه جديدهلمصر جديد مجموع من حمل النظافه في,
81,مناضل حمدينصباحي أظل ناضل ناضل حت وجد نفس محكوم على إعدام تهم ممارس نضال في مكان عام كره تشوف,positive
82,مقال د علاء الأسواني هل كر خطأ السنهوري نشر غدا جريد مصر يوم,
83,انصار الحريه والديمقراطيه في اوروبا وضع الشجاعه قبل اي شيأ اخر نادي ايطالي انتظر موقف انقلاب من عبد ظاهر,neutral
84,معظم الاخواآن مشاركوش ف الهشتاآج المسئ للسيسي كد بقى الاخوان باع مر مر ف محمدمحمود مر ف هشتاجهشتوج,negative
85,رب بارك في,positive
86,إستخدام مساجد في عمل سياسة نشر عنف,negative
87,اذا تم عفو عن مبار نظام هذه رساله من شعب ال رئيس قادم أعال سرق استبد بنا ذل كما كان مبار,negative
88,شاهد جول سورة حر بدرعا جول مع أمير الإقتحام جبه النصره في تل الجابيه بين الجثث غنائم علي,
89,صور الشهيده رض رمض سن التي استشهد رصاص قوة من انقلاب فيوم انتخبوالعرص,
90,مهو لما واحد يصتبح علي جدول امتحان دهي مفروض بقى يوم هيبقي عامل ازاي,negative
91,عمر شوفت إستفتاء علي دستور أطاح مبادئ الدستوريه المساواه تكافؤ فرص في قواعد مرحل الإقتراع إدارة,negative
92,ايماننا امحق تهديد واصل نضال سلم مع شعب مصر شباب ثائر استكمال ثورة قصاص دماء شهداء وفاء روح شهيد محمدالجندي,positive
93,تذكر نبيل مصطف نبيل كاتب كبير هو حي رزق ونتمني أن تذكر باحث إعلام بعد موتهرحمه الله,positive
94,لم أقل لكم إن ممارس فاضح ازدواج معاير خوى معارض أمل أن لا ابتلع بعض قطاع رأي عام طعم مجدد,negative
95,ازاي برادع أقول ان هولوكوست مأس انسانيه و ان باذ ممكن كوى نبي و ان سلف متطرف و طالب عود اليهودايهده عصام عرى,negative
96,من الاخر اي حد في رمق من المعارضه يم نزل انتخاب شعب او شار بيتقبض على غاي ما تخلص خارط طريق بعد رب سهل,negative
97,ال علي قن دريم ضيف برنامج توقيت القاهره مع حافظ الميرازي,
98,الأسواني هذا لا أوجد فرق بين إرهاب الكنيسه الكاثوليكيه في أندلس علي يد راهب بليد إرهاب سام بن لاد,negative
99,الاعلامي محمد فود عقد مؤتمر جماهيري غدا مدين زفة حضور الفنانه غادهعبدالرازق دعم مرشح عبدالفتاحالسيسي إلعب ياسيسي,
100,من فهم في قانون كثر من فقيه دستور دكتور ثرا بدو دكتور عاطف لبن والاستاذ جمال عيد كل أيد قرار رئيس عود برلمان,positive
101,انقلاب اعادنا ال عام بعيد عن حر الضائعه تخلف زحف علي كل قطاع كره تشوف مصر,negative
102,نبضرابعه شاهد معتقل منى في قاع المحكمه هتف ساخر من قاضي و من فضيح زوج مع مدرب الكراتيه,negative
103,لم دعم مرس قاطع انتخاب اعتراض علي عدم عزل شفيق عدم محاكم لكن مرس الفائز طبق تقارير القضاه مستقل الثوره إخلاص للحقيقه,neutral
104,زي نهار طفل لما انفلت من بين أيادي الضلمه شقشق أنا شاف روح حق لما إتسللت صرخت في وشى خرس إنطقعمار فؤاد حجاج,
105,أمل أن لا صلى,
106,موقف الاخوان من جو برلمانهمشلت بلطج جنيهشريط ترمدولوجباتنتذكر سو السادهالمحترمون,negative
107,لا أراد ان جعل فعل مثل هم لا دين هم هم تجار دين تحيامصر نتخ,neutral
108,هل ممكن كوى مرس مختفي الفتره دي عش ماش لاقى شاحن هو راخر آه يادوله العكاكين,negative
109,عن فرح اللمه خروج ضحكالسنين غن تصوير اللفبالعربيه شارع صبح الخبره عمرالمسخره انبساط يوم شيخ,positive
110,عبد ناصر عمل وحد مع سوري بدأ ياميش وسى هيعمل وحد مع اسرائيل بدأ طماطم,neutral
111,اخر ساعى يومالجمعه اللهم اني سأل عيش سعداء موت شهداء فردوس الاعلي جن جن عدن اللهم امين,positive
112,سبحان يالله في ساعى مطر استجاب دعوات عادل,positive
113,دور السيسي مرارطافح,negative
114,زير الغلابه باسمعوده معتقل ف سجون عسكر لان كل حلم هو تقديم افضلمنتجلاكرمشعب انامشرقم انتفاضهالسجون,neutral
115,قلم عقب أسبوع من محمد محمود مجد أبطال محمد محمودهتفضل مصر شايله جميل دائم أبدا,positive
116,كفايه اسفاف,negative
117,الليسريفودهمعملهمشريتويت دي تن عش انقسم عادى بعض إلعب غير,negative
118,اتفق مع في ان رجال عرف حق لا عرف حق رجال,positive
119,السيسي لام خطاب دين غير مرتبط عصر علي ما حق من ضرر قطاع السياحه في مصر مرس الاخوان السعوديه الامارا,negative
120,حب لي بيبقي ف نور قدام رب حلو بكتر من كلام ف الموبايل ليل نكى تستخبي من هلك,neutral
121,مان جاي مؤتمر كره مؤتمر دفاع عن دستور استعرض مؤتمر آخر مستجد تطور عملة وضع دستور تبعة,
122,لا هاجم مرس أنة كثر على الرئاسه بل أن كذاب مخلف وعود في رقبة دماء شبابلا سم خرف حت خروف استحيا أن دافع عن كذاب,negative
123,عاجبني الإيجابيه الخايبه بتاعه رفاق طيب خلة إيجاب شوي حنك سياسة أي منظر ماش ستريبتيز مجان دهي مرارطافح ثور,negative
124,نتمني رئيس وزراء دكتور عصام شرف شفاء عاجل كما نتمني ألا كوى مرض مرض سياسي,neutral
125,و اعتز مصر و صعيد,positive
126,عار عار عار عار عار عار مانح في عار دماء نهار شهداء عشر رصاص في رأس والرقبه صدر,negative
127,د عمر حمزاوي يوم الساعه مساء علي قن يناير برنامج اهل بلد,
128,بلطج إخوان والإعتداء علي إعلام محيط اكاديميه الشرطه السادهالمحترمون,negative
129,من رد هم من لا أراد في مصر لا في السياسه لا في برلمان قادم فاهم ضرر الذي أحدث ثقاف عي سياسة بلغة أساليب,negative
130,بدء مؤتمر صحف للصحه إعلان عن إجراء مواجه الكورونا مصر ميدانالتحرير,
131,لابد من حمل إنتخابيه علي الارض تواصل مع ناخب ناخب لا اعتمد فقط علي الصحافه والتليفزيون,neutral
132,إذا توقع إنتصار تشيلسي يوم ضد ليفربول ريتويت ليفربولتشيلسي,
133,اتمني ان تكون قوة الإسلاميه والليبراليه واليساريه راغب فعل في تشكيل قائم طن موحد خوض انتخاب البرلمانيه القادمه,positive
134,انا ماش فا واحد عند اكترى من عشر لفا متابع مجرد نهو حاطط صور و محور في اسم ريبورت و سبام من فضل,negative
135,فضيح تان أنا لاس ماس ف مستشف راسي سدر عرف ان تم أخذ من الدوله حدود مليون جن لم يتم صرف من,negative
136,اردوجان مستمر في نهج حاول أن لاث مد ثورة مصر يوسفالحسيني السادهال,negative
137,هنلف رجع نفس النقطهلما تقول إن كل لي قال لا ثور مضاد بقى ماتكلمنيش عن تفكير علم والمنطقيبس دهي,negative
138,حمدينصباحي بيقول برنامج هيتحقق في شهور بس مقالش هيبقي طبيعة و لا قيصر و في مستشف ايه الرحمه يا رب,negative
139,من وقف قانون عزل من جمد بلاغ فساد ضد شفيق من هدر طعون تزوير هل جرى انتخاب اعاده نزيه اما تطبيق قانون او مقاطع شامل,negative
140,لما إنت عارف مجموع الشيوعين بالإسم بقا قدم في بلاغ ولاتنشر كلام علي عواهنهكلامك واضح يارجل حوار,negative
141,هل زول ظلم طوع أو حنان ضعاف أين رس قوم كي أهب اصطفاف غزهتحتالقصف,neutral
142,ابراهيم صلاح ضحى ب مليون من هلال سعودي او اتحاد جد وإختار زمالك زملكاوي,positive
143,ب بعد عزل إجبار رئيس مدن منتخب كنت أتم أن لا حدث احترام إخوان جوهر حقيق للديمقراطيه متمثل في طلب شعب تغير,negative
144,شيخ حازم بوى اسماعيل ردى علي تو برهامي الأخيره فك الله سرا يا بطل من تعلم منهج دين حق,positive
145,يا عزيز حاول كثر من مر من سبتمبر لي فات كان موافق ثم كلم من حول لا جدا اجابه شافيهدلوقتي برنامج خلص خلاص,neutral
146,حطنفسكمكانالبنت لي بقى تسمع شتايم قذر من ناس قذر في شارع عاد علي اساس ان الولاد دهي بتهزر,negative
147,في أمريكا دلوقتي محط النويه شغال برامج فضاء شغال أبحاث العلميه والاستديوهات مصانع أحزاب حركة الرفضإنت بق شغال في إيه,negative
148,اطالب عزل شفيق محاكم ثم عمل انتخاب نظيف او تحقيق في تزوير استبعاد أصوات الباطله والإعاده بين ثاني ثالث او مقاطع المهزله,negative
149,دعوهللتفاؤل ما نزل الله من داء ال نزل له دواء,
150,مع ذلك سقط أمس إلي أبد مقول أن تيار الديمقراطيه لا شعب لها أن إخوان حلفاء احتكار الاراده الشعبيه توكيل صناديق,neutral
151,شمس الحريه تناد يا طن يا طن غالي ولى خن و انتخبوالعرص ريتويت,neutral
152,حوك,negative
153,من بواب أهرام أسلوب حقير للصهاينه استخدم من قبل مع اخرين,negative
154,هذا ماقل يوم مع محمود سعد من راد أن أدار حقيق ذوب الإستقرار الذي راج لهتصبحوا علي خير,negative
155,برود اسلوبحياه,negative
156,إخوان جماع إرهاب هم من قتل ابن,negative
157,يا فلول يا لا المره تفويضكوم جاب وره مكمل مرسيرئيسي,neutral
158,سما علي خلاف السياسيه والحزبيه على فقط المصلحه الوطنيه انتصر ثورة كون مصر قوة إذن الله,positive
159,حين صبح مصطف بكرة شبه متحدث اسم مجلس عسكر علم أن هناك كثير جبى عمل حت تنجح ثورة,negative
160,ان لون رماد ليس له محل من الاعراب يا ابيض يا اسود علمتنيالثوره,negative
161,أثار تخريب كنيس مارجرجس حرق بيوت أقباط بقر دلج بعد اعتداء إخوان السادهالمحترمون,negative
162,لا شيء أبر إحاله مدن قضاء عسكر حت البلطجيه قضاء مدن فيل هم,negative
163,بواب شروق تأجيل لقاء بين الصحه لج إضرابالأطباء,
164,هدم نفس عش تبن مستقبل التعليمفيمصر,negative
165,يامن تحدث اسم الاسلام ثم ألقى علي من خالف في راي صندوق قمام من بذاءة كثير ممن شتم كثر اسلاما من لان مهذب,neutral
166,مصرالقويه قد حذر في حزب مصر القويه لا زل حذر من خطوره تحول سلط الدوله إلي مجرد سند سلط عسكر لا تف الس,negative
167,مازالت المشكله من داعي تحت اي راي اجتمع و اسم تجمع و تيار ثالث و لا تيار شعبي من قود هل عقل,neutral
168,دولهالتعريص عسكر حرام,negative
169,لا استطاع رئيس مرس ان تنصل من مسئوليته عن الغاء عرض مسرح علي مسرح الدوله هل قرار أمن قوة من الرئيساين عود رئيس عن حر إبداع,negative
170,أما بالنسبه شامخ دهي دلع نقول يا أبو شامخ,negative
171,العمليه نسر لم فشل نسر هرب مع طائر النهضه عش تجوز عرف و راجع,negative
172,دعلاء الأسواني كيف نصف إمام محمد عبد المرأه أقرأ مقال كامل,
173,الأسوانيلماذا أصر ولاية المتحده علي استمرار في دعم مرس للنهايه رغم قتل مصر قمع تظاهر,negative
174,أنصارالمعزول أعد ضرب تعذيب علي صحف جريد توى محمد ممتاز,negative
175,الحياهاقتصاد استقال رئيس تنفيذ مجموع بيجي البريطانيه بحر الامارات كويت مصر سوري الجزائ,
176,تنظيم دولي إخوان تعلم علي يد رامسفيلد قام حرب في فت واحد او كلاموكلام يوسفالحسيني,negative
177,قال إخوان بيزايدوا علي بتوع الإتحاديه طب و جمل ماش هننزل تظاهر مع إخوان دي إيه رز لبن,negative
178,حاولماتبقاش والد لي بيصاحب ماه بنت في الاخر هتجوز واحد استرجل بق,negative
179,الاهلي اسلوبحياه,positive
180,الله أنور على يا دكتور هو دهي تفكير لي عايزينه ماش كم مسجد كم كنيس,positive
181,للمره الاولي في عام أتى يوم أكتوبر جيش ليس حبيب شعب الاغلبيه بين كاره غاضب خائف مندهش أو لدى ثأر,negative
182,رجعوالجماهير,
183,د أبو فتوح رقاب الدوله علي أفكار حول ناس ال مؤمن منافق هذا ما لانريده لا قبل,negative
184,ليس مقدور حدا ان أعاد مصر ال حظيره خوف قد الثوره كسر حاجز خوف ال أبد لن تراجع عن مطالب الثوره لو صدر ضد لفا حكم,positive
185,أمن سمح ل الألتراس حضور نهائي شباب يد بين أهل طير مزيد من تفاصيل,
186,هنأ دكتور عبد منعم أبو فتوح تأسيس حزب مصر القويه دعا له توفيق أن كوى هذا حزب خط نحو بناء,
187,الطاقه البشريه اذا ما حسن استغلال هي رصيد و ليست عبأ قوة في عدد,positive
188,سم أمل قص سقراط مع النميمه في هذه أيام أسف كثر شائع والنميمه أصبح كثير إلا من رحم رب من,negative
189,اولادميتعقبه زمالك حبالابيضغير,positive
190,استمع عمال لا حق في انشاء نقاب مستقل مليون عقود مؤق استبعاد ألف مرشح من الاتخابات النقابيه عدم جود حد إنسان لللأجور,negative
191,هو إحن حا عمل جلسة مجلس شعب لاه ما إخوان هم بيخلصوا كل حاج من مكاتب لا حوج للزحمه مصاريف,negative
192,رحم الله شهداء واجب وطن علي حدود وادع جناز شعب حاشد ضد الارهاب والطائفيه دم مصر حرام,neutral
193,طبع رئيس الذي طلق جماع بلطج عتد سحل ضرب بن بلد هو رئيس فاقد للشرعيه تمام,negative
194,ألف شكر,positive
195,أسماء لجن متهم بالنيابه عامه هي باشر تحقيق نحن كشف حقائق كامل رأي عام حمل جميع أطراف مسئولياتها توضيح,neutral
196,الآن محاضر عن صحاب جليل خليف رسول الله عثمانبنعفان ذوالنورين إذاعهالقرآن,positive
197,غلط شوف الاعلام بتاعهم بيمسكوا في اي حاج حت لو تافه,negative
198,حي قلب وأفراحه الشبابالاهلي,positive
199,موقف محترم حذر أمير خالد بن طلال بن عبد عزيز عضو العائله المالكه بالسعوديه أن إجازه خروج علي رئيس مرس,positive
200,اصحاب محل في شرم احتفل انقلاب واذاعوا تسلم الايادي يوم تظاهر ضد انقلاب كره تشوف مصر,negative
201,حال أول مر في حي متشرف أنة كون في مدين المحله كبر أحياء حدا الأفراح بعد قليل,positive
202,لم حدث هذا ذب و افتراء,negative
203,حاجهتستاهلالحمد كل حاج ف حي اكيد,positive
204,ذاتمومنت لما موبايلك غطس في البطنيه قعد ادور في ما تلقشي واخر حاج نفض البطنيه قعد الموبايل ايتخبط فيالوطي اصلا عاد,negative
205,شخص هد بإستمرار إرهاب عملة قتل في أناء حت عود مرس اعتقد أن مد قانون سجن في إنتظاره,negative
206,اهالي عزبهالنخل فضح السيسي حمل قال لنا عمل توكيل للسيسي هن,negative
207,حيي شيخ حسن عبد بصير امام مسجد سيد جابر الذي رفض تعليم أوقاف نفاق مرس في خطب الجمعهتعلموا الاستقامه أي الاخوان كاذب,neutral
208,ادعى دين نشر أكاذيب لم كنى أبدا عضو وطن انتمى تاجر دين,negative
209,لما باص حوالى هتعرف نكى حسن من ناس كتير عش دهي لازم تقول الحمدلله,positive
210,اكشنيادوري النصرالاهلي نصر سوي شي ماينتسوي فاز صدر رغم كل صعوبة لكن موت ياجماهير حو مع نصر هيهات هي,neutral
211,كنت واثق ان احداث رابع دماء التي سالت سوف تكون لها اثارلكني لم اتخيل ابدا انها تصبح وقود لهب مشاعر ملا أحيا,neutral
212,مرس موحد فتن,negative
213,أخر ما تب شهيد يوم إذن الله عبد رحمن حمد هذه هي نوع شباب الذين قتل السيسي حسب الله و نعم وكيل,
214,نيويورك تايمز انقلاب دراكولا بطش بالصحافه,negative
215,استمرار تطور تجديد كوادر تنظيم مسلح جماع إخوان الإرهابيه السادهالمحترمون,negative
216,الببلاوي أنتخبوالعرص الهاشتاج,negative
217,الليرافضينالسيسيرئيسبيعملوافولوالبعض مرسيرئيسي انتخبوالعرص سيناءخارجالتغطيه سأنتخبالسيسي,neutral
218,وماحدش هيضيع بلد غير جبان واط حقير عديم لذم لي عمر ما بيقبل علي نفس ما قبل علي غير من كتر ما هو خائف جبان,negative
219,مفيش حاج اسم دول طن في حاج اسم الجماعه تنظيم طز في مصر السادهالمحترمون,negative
220,العربيالجديد ميد ارتفاع عدد مستخدم واتسآب و مليون رساله يوم,
221,مال سمك إسكندريه يافندم طب الله من غير مبالغ فات عالم مالقيت مثيل توسل إليكي ماتحطميش أسطورة الخاصه,positive
222,اعتقال كالامطار بلا مبرر لكن انقلاب رفض حضور محام تحقيق النيابه,negative
223,عبد منعم بوى فتوح اعداء مصري في خارج داخل دبر مؤامرة لاجهاض ثور يناير,negative
224,قدام بيت ايموشنموجب ربيع جمال نيويورك بيت مبتعث,positive
225,صراح عن ناس بيبقي نفس تقول يل مركب لي أودى و يا ريت تقلب و هي تود رخام,negative
226,جزار فاشل حضر الآن سكين لكي ذبح بعض باش فداء قبل أن اكتشف أن المشكله عمق من شل أشخاص هي مشكل شل سياسة,negative
227,النصرالفيصلي عظيم جمهور الله سعد حاضر كل والغايبين,positive
228,نات فودافون بيعلم صبر,negative
229,عصام سلط فضل عشر سنوات عامل نفس منشق ضد الاخوان عد بعد الثوره اتضح نهم من لا انشق لا حزن,negative
230,كنت تأجل وتيجي من جميل عمل في قعر مجلس كبير العائله بس هتقول إيه غباء سياسة صنع,negative
231,إنت باين على جن من دول مفضوح جدا,negative
232,سام عبث تاريخ زعيم جعل كبر افراحنا فوز ببطوله اولمبي رحل,neutral
233,مدير جامع إمام استنكر ثناء علي أردوغان اعتبر ترك دول فاسد فاسق فاجر تنشر الرذيله عسير السعوديه,negative
234,لا نكر أحد ضروره إجراء إصلاح شامل قضاء سواء في كاف تعين في البدايه حت كاف المحاسبه داخل القضاءلهذا تقدم,neutral
235,جبناء كذب عل حدا أقول ان عسكر لم حكم مصر اخر عام طالب خضوع مصر جيش استشارة في اي حاج خاص,negative
236,مقال عمروحمزاوي المذهبيه المدمره مسموع من موقع اقرألي,
237,انقلاب غلق مسجد نصر ب رفح من ظلم ممن منع مساجد الله ان ذكر في اسم سعة في خراب انتظر عقاب الله,negative
238,مبادر دستور باطل تعريف شارع مساوئ الاقتصاديه و الاجتماعيه دستور ببساطهريتويت بق مر قبل لأى,negative
239,عندما أسكت إخوان علي بذاءة شيوخ مؤيد هم تطاول علي أعراض فوق منابر لا فرح كثير أن كت نار البذاءه والسفاله,negative
240,ذب حقير الاهرام العربيمرسي طبع مليار جن بنك مركز أسف استنكر رفض تعقيب,negative
241,انتقاص من صلاحية برلمان منتخب واعطاء صلاحية تشريع مجلس استشارة معين هما أمر انبغى علي كل مؤمن بالديمقراطيه أن رفض,negative
242,قانون منع التظاهروالاعتصام مزمع إصدار حسم امرأمام كل متردد أن واجه سلط قمع ليس لها مشروع سته حر كرام حقوق مصر,negative
243,عاد من الاسماعليه منذ قليل بعد يوم حافل ختم مؤتمر جماهير دفء مشاعر هل الاسماعليه هون برود جو,positive
244,اعرفوهمانقلابمصريسقطحكمالعسكر الداخليهبلطجيه شهداءالحريه شهيد محمد فتحة عام بنيسويف,neutral
245,حسن حاج في أغن السكهشمال هيا ايه ايه ايه ايه لي أمير بيقولها قبل ما بيغن علي طول,
