,tweet,sentiment
30,اكثر شعور يوجع لما تجوع في ي مو بيت ايموشنموجب,negative
31,هاتل اخو أي حاج مش تنو م ضمير اخو بعد كلم مش هتلاق غير و شياط,negative
32,عايز تك ض في حمل مشير سيسي ه د ساعد ان نعمل مليون ي سانتخبالسيس,positive
33,ماظهلابد من معاير عدادات توحيد تعريفه ك قاطنينالتقديرات جزافيه ل لابد أن تتوقف,negative
34,من ن التي تفعل في ض تشهد ض يدين علي فخذين يمني علي يمني يسري علي يسري مبسوطت اصبع مضمومت نشرسيرت,
35,جمهور ص طبيعيه جمهور ديمقراط حقيق جمهور مدينه تحم حق مواطنه و مساواه و عدل,positive
36,ن اكر قراءه و حولن الي مهوس ه حولت بيت الي معرضالكتاب ممتن لك د استاذ,positive
37,ثورهالعراقيه هروب ضابط استخبار فوج خامس في جهاز مكافح ارهاب مقدم حس محجوب ب امير,
38,اسوانيماذا عل اخوان رداعل ح فتا تعريت قتل عشر من قبل عسكر الذين كان متحالف مع انذاك,negative
39,حري تعبير لا تتضمن تحريض علي عنف و فتنه طائفيه بل هو خطاب كراه,negative
40,قصد كان موج لكذبك اني ما كنتش هناك,negative
41,محب برنامج بيزيد,positive
42,مرس ت علي نفس فتوح ن ذات رئاسيه دي ده فيه ا هيبق كيف شتيمه بعد د,negative
43,لا ابدا انا مسرور من كلامك,positive
44,عاجل تاجيل محاكمهمرس و اخر في قض حدث اتحاديه الي جلس مايو مقبل سو,
45,قاهره حمل امن استهدفت بؤر جرم بدوائر قسم شرط مصرالقديم معادي دارالسلام كم من,
46,حازمعبدالعظيم ه بيرد علي علي تويتر يوم ك مرس يقول جيش يدخل ليحل ليس ليح حازم دلوقت في,
47,بكر قبل مايستقيل خد مع ميكروفون بيتبكري ت خد غرض من مجلس,negative
48,كامل احترام لـ عباس اللي س لسان م شتمش,positive
49,يومالسابع استاذ بـحقوق قاهره تشرفت تدريس رئيس عدليمنصور,
50,خلقجميل نقول حمد ل علي كل حاج ا رب مش بيعمل حاج وحش ابدا,positive
51,سبع درس مستفاد خرج ه من حلق دردش تيوب التي اذيعت الاحد ماضي عن اهتمام شاب عربي علي انترنت,
52,سخر قدر ان اخوان بارهاب حينجح سيسي و دوله بغباء حتنجح حمد ص ابريل,neutral
53,يبق دائما سؤال لما انت جامد و مفترض إن معرض بيموت بغيظ شاغل نفسك بي ي ما بتستمتعش بحلاو انجازاتكالاجابهلانك فاشل,negative
54,اكتر ي يهمن معرفت هل ده مشروع استقلال حقيق ل كارت مفاوض في ف توكيل,neutral
55,ص ا اولتراس جامع حلو يجوب جامعه قبل د فعال مولد سيد سيسي,
56,ج انعت رئيس بعد حشد مذهبي طائفي برئيس تكفيرين منتخب يمتنع تشو موقف تحويل بعبث الي أي ي غير ف مذهبيه تكفير,negative
57,ناس لازم ح إن يونيو جت علي بفايد علي مستوي اقتصادي اجتماعيوسفالحسيني نقطهلقاء مص,positive
58,اصاب سيد في مشاجر بين ي ل مساعد شرط سلاح ناريه بـ بنيسويف ص تفصيل علي,
59,ا نظام ن فضيع عينهكمل تحقيق حلم فاعتقلوهخرج و م طريق فقتلو باسممحسن حكا ثور,
60,د ب فتوح حكومه اسرائيليه تطيل امد صراع مع فلسطينين ان لا يمكن استمرار و تماسك بدون هذا,negative
61,نهارده في تحقيق استقصائ عبقر عن فساد في بورصه في مصريللاسف هيتو في زحم حدث,positive
62,استمرار حراك طالب بـ جامعهالمنصور مفيشعساكريحكمو,negative
63,اكبر معوق خازوق اخذنا كان من اخوان انا شايف د يوم ج أن نكمل مشوار دون,negative
64,راجل بتاع امن بينف بمعدل نفت كل دقايق فتح شبابيك عش سقعه راحت اشتك مرارا تكرارا ي عموم شعب معفن,negative
65,حظ عالم اهليالافريقي,negative
66,منهج انقلاب ت قمع سجن اي معرض علم فاسد قضاء مسيس ارتفاع سعر اقتصاد ينهار عزل دوله وشح خليج,negative
67,كلاب وفي رجاء عدم اهانت,positive
68,شريعه احكام كتبت بعد وفا رسول لذلك ل تربط شخص مش و لكن ر علي أن معلومه تك صح,neutral
69,بنت بتقلد مايكل جاكس عل طريقه مصريه مسخررر حطنيزكفيفيلم نيزك اعترا,
70,قتل اكثر من مصاب في محافظ مختلف هذه مقدم كارث لاقتتال اهل حذرت ن دوما ينبغ رفض مواجهت كل دم ا,negative
71,نفس فيه و ف علي فيفيعبد,negative
72,اعجبن فيديو علي صاحبهالسعاد ابراهيمعيس واقع,positive
73,له يبارك ي حمدلله د رحال من لندن الي ليفربول كانو اثق خلف عظيم مورينهو صيعر صحاف علم,positive
74,لا ده بيقوللك سور كم اعل حاج أن بيقوللك ب بياده ف ف جمله بي جيش,negative
75,الذين انتخب شفيق ليس ضروره فلول فلول ببساط هم كل من اشترك استفاد من فساد مبارك لا يمكن ثوره ان تتحالف مع ان قامت ضد,negative
76,ص انقلاب تطالب بمقعد دائم دوله عربيه في مجلس امن بينما ص عرب في اضعف ا مثل مريض يطالب اتحاد,negative
77,كان حي طبقه متوسطه علي في ص و ه يه كتاب و مثقفين مصرين بحثا عن مزيج نادر يتفق مع طبيعت,positive
78,عمال ص هم عماد وطن تكرار اعتداء علي عمال يؤكد ان دوله مبارك لم تسقط ا تغيرت وجه,negative
79,مستشار قانون محام خبير في نظام محاماه محاما مستشار قان زواج قضيه محام رياض قض ق ريتويت,
80,ا مقشتك معاك يبدا فريق م ع نصنع بدا جديدهلمصر جديد مجموع من حمل نظافه في,
81,مناضل حمدينصباح سيظل يناضل يناضل حتي ج نفس محكوما علي اعدام بتهم ممارس نضال في مك عام بكر تشوف,positive
82,مقال د علاء اسواني هل نكرر ط سنهوري ينشر غدا بجريد مصري يوم,
83,نصر حري ديمقراطيه في اوروبا وضع شجاعه قبل اي ي خ ا ايطال ينتظر موقف انقلاب من ب ظاهر,neutral
84,معظم اخواان مشاركوش ف هشتااج مسئ سيسي بكد يبق اخوان باعو مرت ر ف محمدمحمود ومر ف هشتاجهشتوج,negative
85,رب يبارك في,positive
86,استخدام مسجد في عمل سياسي نشر عنف,negative
87,اذا تم عفو عن مبارك نظام هذه رسال من شعب الي رئيس قادم تعال اسرق استبد بنا وذل كما كان مبارك,negative
88,شاهد جول سوري حر بدرعا جول مع امير اقتحام جبه نصره في تل جابيه بين جثه غنيمه علي,
89,صوره شهيده ض رمضان سنه التي استشهدت برصاص قو م انقلاب يوم انتخبوالعرص,
90,ه لما واحد يصتبح علي جدول امتحانات د مفروض بقيت يوم هيبق عامل ازا,negative
91,عمرك شوفت استفتاء علي دستور يطيح مبدء دستوريه مساواه تكافؤ فرصه في قاعده مرحل اقتراع ادارت,negative
92,ايم يمحق تهديد سنواصل نضال سلمي مع شعب مصري شباب ثائر لاستكمال ثورت قصاص لدماء شهدائ فاءا لروح شهيد محمدالجند,positive
93,تذكر نبيل مصطف نبيل كاتب كبير ه حي يرزق نتمن أن يتذكر باحثو علم بعد موتهرحم له,positive
94,ل اقل لكم ان ممارس فاضح لازدواج معاير تخو معرض امل أن لا تبتلع بعض قطاع راي عام طعم مجددا,negative
95,ازا برادعي يقول ان هولوكوست ماسا انسان و ان بوذا ممكن يكون ب و ان سلفين متطرف و يطالب بعود يهودايهده عصام عريان,negative
96,من اخر اي حد فيه رمق من معرض يمكن ينزل انتخاب ع او شور بيتقبض علي لغا ما تخلص خارط طريق بعد رب يسهل,negative
97,الان علي قنا دريم ي برنامج بتوقيت قاهره مع حافظ ميرازي,
98,اسواني هذا لا يوجد ر بين ارهاب كنيسه كاثوليكيه في اندلس علي يد راهب بليدا ارهاب اسام بن لادن,negative
99,علم محمد فود يعقد مؤتمرا جماهيريا غدا بمدين زفت بحضور فنانه غادهعبدالرازق لدعم مرشح عبدالفتاحالسيس عب ياسيس,
100,من يف في قانون اكثر من فقيه دستوري دكتور ثروت بدو دكتور عاطف بنا استاذ جمال ي كل ايد قرار رئيس بعود برلمان,positive
101,انقلاب اعاد الي عام بعيدا عن حري ضائعه تخلف يزحف علي كل قطاعات بكر تشوف ص,negative
102,نبضرابع شاهد معتقل منيا في قاع محكمه يهتف ساخر من قاضي و من فضيح زوجت مع مدرب كراتيه,negative
103,لم ادعم مرس قاطعت انتخابات اعتراضا علي عدم ز شفيق عدم محاكمت لكن مرس فائز طبقا لتقارير قاضي مستقلين ثوره اخلاص حقيقه,neutral
104,زي نهار طفل لما ينفلت من بين اياد ضلمه يشقشق انا ف و حق لما اتسللت صرخت ف وش خرس انطقعمار فؤاد حاج,
105,نامل أن لا ص,
106,موقف اخوان من و برلمانهمشلت بلطج جنيهشريط ترمدولوجباتنتذكر و سادهالمحترمون,negative
107,لا نريد ان يجعلو نفعل مثل ه لا ي ه هم تجار ي تحيامصر سانتخ,neutral
108,هل ممكن يكون مرس مختف فتره دي عش مش لاق شاحن هو راخر آه يادول عكاكين,negative
109,عن فرح لمه خروج ضحكالسن غني تصوير لفبالعربيه شارع صبح خبره عمرالمسخر انبساط يوم فشيخ,positive
110,ب ناصر م وحد مع سوريا بدا ياميش سيس هيعمل وحد مع اسرائيل بدا طماطم,neutral
111,خ ساع يومالجمع هم اني اسالك ي سعيد موت شهيد فردوس اعلي بجناتك جن د هم ام,positive
112,سبحان يالل ف ساع مطر تستجيب لدعو عادل,positive
113,دور سيسي مرارطافح,negative
114,وزير غلبان باسمعود معتقل ف سجن عسكر ا كل حلم هو تقديم افضلمنتجلاكرمشعب انامشرقم انتفاضهالسج,neutral
115,قلم ق اسبوع من محمد محمود مجد لابطال محمد محمودهتفضل ص شايل جميل دائما ابدا,positive
116,كفا اسفاف,negative
117,ليسريفودهمعملهمشريتويت دي فتن عش ننقسم نعاد بعض عب غير,negative
118,نتفق ع في ان رجل يعرف حق ل يعرف حق رجل,positive
119,سيسي يلوم خطاب ديني غير مرتبط عصر علي ما ح من ر بقطاع سياحه في ص مرس اخوان سعوديه امارا,negative
120,حب اللي بيبق ف نور قدام رب احل بكتر من كلام ف موبايل بليل انك تستخب من اهلك,neutral
121,ي ا مؤتمر بكر مؤتمر دفاع عن دستور يستعرض مؤتمر خ مستجد تطور عمل ض دستور تبع,
122,لا اهاجم مرس اني استكثر علي رئاسه بل ان كذاب مخلف لوعود ف رقبت دماء شبابلا اسم خرفا حتي خروف يستح أن يدافع عن كذاب,negative
123,عاجبن ايجابيه خايبه بتاع رفاق ي خليك ايجاب بشو حنك سياس أي منظر مش ستريبتيز مجان د مرارطافح ثور,negative
124,نتمن لرئيس وزير دكتور عصام ر شفاء عاجل كما نتمن ل يكون مرض مرضا سياسيا,neutral
125,و اعتز بمصريت و صعيدت,positive
126,ا ا ا ا ا ا مانحن فيه ا دماء نهر شهيد عشر رصاص في راس رقبه صدر,negative
127,د عمرو حمزاو يوم ساعه مساء علي قنا يناير برنامج ه بلد,
128,بلطج اخوان اعتداء علي علم بمحيط اكاديم شرطه سادهالمحترمون,negative
129,م يردد هم من لا نريد في ص لا في سياسه ل في برلمان قادم كفا ضرر الذي احدثو لثقافت وع سياسي بلغت اساليب,negative
130,د مؤتمر صحف صحه اعلان عن اجراء مواجه كورونا ص ميدانالتحرير,
131,لابد من حمل انتخاب علي ارض تتواصل مع ناخبين ناخبات ل تعتمد ق علي صحافه تليفزيون,neutral
132,اذا تتوقع انتصار تشيلس يوم ضد ليفربول ريتويت ليفربولتشيلس,
133,اتمن ان تك قوي اسلاميه ليبراليه يسار راغب عل في تشكيل قائم وطن موحد لخوض انتخابات برلمانيه قادمه,positive
134,انا مش فا واحد عند اكتر من عشرين الف متابع لمجرد ن حاطط صورت و محور في اسم ريبورت و سبام من فضل,negative
135,فضيح تان انا س ماسك ف مستشف ا د عرفت ان تم اخذ من دوله حدود مليون جن لم ت ر من,negative
136,اردوج مستمر في نهج يحاول أن يلوث مد ثوري مصري يوسفالحسين سادهال,negative
137,هنلف نرجع لنفس نقطهلما تقول إن كل اللي قال لا ثور مضاد يبق ماتكلمنيش عن تفكير علمي منطقيبس د,negative
138,حمدينصباح بيقول برنامج هيتحقق في شهر بس مقالش هيبق طبيع و لا قيصر و في مستشف ي رحمه يا رب,negative
139,من يوقف قان عزل م يجمد بلاغ فساد ضد شفيق م يهدر طعن تزوير هل سيجر انتخاب اعاده نز اما تطبيق قانون او مقطع شامل,negative
140,لما انت عارف مجموع شيوعين اسم ابق د في بلاغ لاتنشر كلام علي عواهنهكلامك اضح يارجل حوار,negative
141,هل يزول ظلـــم طــوعــا أو حنــانــا ضعــــاف اينـكـم فـرســ قــــوم ـ تـهبـ باصطفـاف غزهتحتالقصف,neutral
142,ابراهيم صلاح ح ب مليون من هلال سعودي او اتحاد د اختار زمالك زملكاو,positive
143,ب بعد ز اجبار رئيس مدينه منتخب ن اتمن أن لا يحدث باحترام اخوان جوهر حقيقي ديمقراطيه متمثلا في ل شعب تغير,negative
144,شيخ حازم ب اسماعيل ر علي فتو برهام اخيره فك له اسرك يا ط ن نتعلم منهج دين حق,positive
145,يا عزيز حاولت اكثر من ر من سبتمبر اللي ا ان موافق ثم اكلم من حول فلا ج اجاب شافيهدلوقت برنامج ل خلاص,neutral
146,حطنفسكمكانالبنت اللي بقيت بتسمع شتايم قذر من ا اقذر في شارع عاد علي اساس ان ولاد د بتهزر,negative
147,في امريكا دلوقت محطات نويه شغال برامج فضاء شغال بحث علميه استديوهات مصنع حزب حرك رفضانت ق شغال في ي,negative
148,اطالب بعزل شفيق محاكمت ثم م انتخاب نظيف او تحقيق في تزوير استبعاد صوت باطله اعاده بين ثان ثالث او مقطع مهزله,negative
149,دعوهللتفاؤل ما انزل له من ا ل انزل له دواء,
150,م ذلك سقطت امس الي ابد مقول أن تيارات ديمقراطيه لا شعب لها ا اخوان لحلفائ احتكار اراده شعبيه توكيل صندوق,neutral
151,م حري بتناد يا وطن يا وطن غالي ل خنوك و انتخبوالعرص ريتويت,neutral
152,حوكا,negative
153,من بواب هرم اسلوب حقير صهيوني استخدم من قبل مع اخر,negative
154,هذا ماقلت يوم مع محمود ع م اراد أن يدرك حقيق اكذوب استقرار الذي يروج لهتصبح علي ي,negative
155,برود اسلوبحيا,negative
156,اخوان جماع ارهاب ه من قتل ابن,negative
157,يا فلول يا ل مره تفويضكوم جاب لور مكمل مرسيرئيس,neutral
158,سنسمو علي خلاف سياسيه حزبيه سنعل ق مصلحه وطنيه ستنتصر ثورت ستك ص قو اذن له,positive
159,حين يصبح مصطف بكر شبه متحدث باسم مجلس عسكري اعلم أن هناك كثير ج عمل حتي تنجح ثورت,negative
160,ان لون رمادي ليس له ح من اعراب يا ابيض يا اسود علمتنيالثور,negative
161,اثار تخريب كنيس مارجرجس حرق بيوت قبطي بقر دلجا بعد اعتداء اخوان سادهالمحترمون,negative
162,لا ي يبرر احال مدينه قضاء عسكري حتي بلطجيه قضاء مدينه كفيل ه,negative
163,بواب شروق تاجيل لقاء بين صحه ولج اضرابالاطباء,
164,اهدم نفسك عش تبن مستقبلك تعليمفيمصر,negative
165,يا من تتحدث باسم اسلام ثم تلق علي من يخالفك في راي بصندوق قمام من بذاءات كثير ممن تشتم اكثر اسلاما ن ان مهذب,neutral
166,مصرالقو ق حذر في ز ص قويه ل زل نحذر من خطور تحول سلط دوله الي مجرد ن لسلط عسكر لا تف ل,negative
167,مازالت مشكله من داعي تحت اي را نجتمع و س تجمع و تيار ثالث و لا تيار شعبيو من يقود هل يعقل,neutral
168,دولهالتعريص عسكر حرام,negative
169,لا يستطيع رئيس مرس ان يتنصل من مسئوليت عن غاء ر مسرح علي مسرح دوله هل قرار امن اقو من رئيساين وعد رئيس عن حري ابداع,negative
170,اما نسبه شامخ د يدلع نقول يا ب شامخ,negative
171,عمليه س لم تفشل نسر ر مع طائر نهضه عش يتجوز عرف و راجع,negative
172,دعلاء اسواني كيف انصف امام محمد عبد مراه اقرا مقال كاملا,
173,اسوانيلماذا ص لا متحده علي استمرار في ع مرس نهايه غ قتل مصرين قمع تظاهرات,negative
174,انصارالمعزول تعد ضرب تعذيب علي صحفي بجريد فيتو محمد ممتاز,negative
175,حياهاقتصاد استقال رئيس تنفيذي لمجموع بيج بريطانيه بحرين امارات كويت ص سوريا جزائ,
176,تنظيم دوله اخوان تعلم علي يد رامسفيلد يقوم بحرب في ف واحد او كلاموكلام يوسفالحسين,negative
177,قال اخوان بيزايد علي بتوع اتحاديه طب و جمل مش هننزل نتظاهر مع اخوان دي ي رز بلبن,negative
178,حاولماتبقاش والد اللي بيصاحب ي بنت في اخر هتجوز واحد استرجل ق,negative
179,اهلي اسلوبحيا,positive
180,له ينور علي يا دكتور هو ده تفكير اللي عايزين مش كم مسجد ك كنيس,positive
181,مره اول في عام يات يوم اكتوبر جيش ليس حبيب شعب اغلبيه بين كار غاضب خائف مندهش أو لدي ا,negative
182,رجعوالجماهير,
183,د ب فتوح رقبه دوله علي فكر يحول ناس الي مؤمن منافق هذا ما لانريد ل نقبل,negative
184,ليس بمقدور ح ان يعيد مصرين الي حظير خوف ق ثوره كسرت حاجز خوف الي ابد لن نتراجع عن مطلب ثوره ل د ضد الف ك,positive
185,امن يسمح لـ التراس بحضور نهائ شاب يد بين اهلي طيران لمزيد من تفصيل,
186,نهنئ دكتور ب منعم ب فتوح بتاسيس ز ص قويه ندعو له توفيق وب يكون هذا حزب خطو نحو بناء,
187,طاقه بشريه اذا ما احسن استغلال هي رصيدا و ليست عبئا قوت في عدد,positive
188,بسم م ص سقراط مع نميمه في هذه يوم اسف كثرت شائعات نميمه اصبح كثير ل من ح ب من,negative
189,اولادميتعقب زمالك حبالابيضغير,positive
190,استمعت عمال لا حق في انشاء نقاب مستقل مليون بعقود مؤقت استبعاد الف مرشح من اتخابات نقابيه عدم جود حد انسان لاجور,negative
191,هو اح حا نعمل جلس مجلس ع ي ما اخوان ه بيخلص كل حاج من مكتب ل حوج زحمه مصروف,negative
192,ح له شهيد واجب وطني علي حدود ادعو لجناز شعب حاشد ضد ارهاب طائفيه دم مصري حرام,neutral
193,طبعا رئيس الذي تطلق جماعت بلطج ليعتد يسحل يضرب بنت بلد هو رئيس فاقد شرع تماما,negative
194,الف ك,positive
195,اسم جناه متهمين نيابه عام ه تباشر تحقيق نحن سنكشف حقيقه كامل راي عام سنحمل جميع طرف مسئول توضيح,neutral
196,الان محضر عن صحابي جليل خليف رسول له عثمانبنعف ذوالنور اذاعهالقر,positive
197,ل و علم بتاع بيمسك في اي حاج حتي لو تافه,negative
198,حي قلب افراح شبابالاهلي,positive
199,موقف محترم ذ امير خالد بن طلال بن ب عزيز ض عائله مالكه سعوديه أن اجاز خروج علي رئيس مرس,positive
200,صاحب محلات في ر احتفل انقلاب اذاع تسلم ايادي يوم تظاهر ضد انقلاب بكر تشوفو ص,negative
201,حالا اول ر في حيات متشرف اني اك في مدين محله كبري حي ح فرح بعد قليل,positive
202,لم يحدث هذا ذ و افتراء,negative
203,حاجهتستاهلالحمد كل حاج ف حي اكيد,positive
204,ذاتمومنت لما موبايلك يغطس في بطنيه تقعد ادور فيه ما تلقش اخر حاج تنفض بطنيه يقعد موبايل ايتخبط فيالوط اصل عاد,negative
205,شخص يهدد باستمرار ارهاب عمل قتل في سيناء حتي عود مرس اعتقد ن مد قانون سجن في انتظار,negative
206,اهال عزبهالنخل يفضح سيسي حملت قالت لنا اعمل توكيل سيسي ه,negative
207,ح شيخ س ب بصير امام مسجد سيد جابر الذي ف تعليم اوقاف بنفاق مرس في خطب جمعهتعلموا استقامه اي اخوان كاذبون,neutral
208,تدع دين تنشر اكذوبه لم ك ابدا عض وطني انتم تتاجر دين,negative
209,لما ب حواليك هتعرف ن احسن من ا كتير عش د لازم تقول حمدلله,positive
210,اكشنيادور نصرالاهلي نصر سوي شي ماينتسو ا تصدر غ كل صعوبات لكن موت ياجماهير و مع نصر هيهات هي,neutral
211,ن اثق ان حدث رابع دماء التي سالت سوف تك لها اثارلكن لم اتخيل ابدا ان تصبح قود يلهب مشاعر ملاين وتح,neutral
212,مرس موحد فتن,negative
213,خ ما كتب شهيد يوم اذن له ب رحمن احمد هذه هي نوع شاب الذين يقتل سيسي حسب له و ع وكيل,
214,نيويورك تايمز انقلاب دراكولا يبطش صحافه,negative
215,استمرار تطور تجديد كادر تنظيم مسلح لجماع اخوان ارهابيه سادهالمحترمون,negative
216,ببلاوي انتخبوالعرص هاشتاج,negative
217,ليرافضينالسيسيرئيسبيعملوافولوالبعض مرسيرئيس انتخبوالعرص سيناءخارجالتغط سانتخبالسيس,neutral
218,ماحدش هيضيع بلد غير جبان واطي حقير عديم ذمه اللي عمر ما بيقبل علي نفس ما يقبل علي غير من ت ما هو خائف وجب,negative
219,مفيش حاج اسم دوله وطن في حاج اسم جماعه تنظيم طز في ص سادهالمحترمون,negative
220,عربيالجديد ميديا ارتفاع عدد مستخدم اتساب و مليون رسال يوم,
221,مال م اسكندر يافندم طب له من غير مبلغ لفيت عالم مالقيت مثيل اتوسل يكي ماتحطميش اسطورت خاصه,positive
222,اعتقالات مطر بلا مبرر لكن انقلاب يرفض حضور محامين لتحقيق نيابه,negative
223,ب منعم ب فتوح عدو مصريون في خارج داخل يدبر مؤامر لاجهاض ثور يناير,negative
224,قدام بيت ايموشنموجب ربيع جمال نيويورك بيت مبتعث,positive
225,بصـراحـ عن ا بيبق نفسك تقول ل مركب اللي تود و يا ي تتقلب و هي بتود رخام,negative
226,جزار فاشل يحضر الان سكين لكي يذبح بعض كباش فداء قبل أن يكتشف أن مشكله اعمق من ش شخص ه مشكل ش سياس,negative
227,نصرالفيصلي عظيم بجمهورك له يسعد حاضرين كل غايبين,positive
228,نت فوداف بيعلم صبر,negative
229,عصام سلط ض عشر سنه عامل نفس منشق ض اخوان بعد بعد ثوره اتضح ان من ل انشق ل يحزن,negative
230,ن تاجل تيج ن بجميل تعمل في ع مجلس كبير عائله بس هتقول ي غباء سياسي صنع,negative
231,انت اين علي لجن م دوله مفضوح د,negative
232,سام يعبث بتاريخ زعيم جعل اكبر فرح فوز ببطول اولمب ارحل,neutral
233,مدير جامع امام يستنكر ثناء علي اردوغ يعتبر تركيا دوله فاسد فاسق فاجر تنشر رذيله عسير سعوديه,negative
234,لا ينكر ح ضرور اجراء اصلاح شامل قضاء سواء في كيف تعين في بدايه حتي كيف محاسبه داخل قضاءلهذا تقدم,neutral
235,جبان يكذب عل احد يقول ان عسكر لم يح ص خ عام يطالب بخضوع ص جيش استشارت في اي حاج تخص,negative
236,مقال عمروحمزاو مذهبيه مدمره مسموعا من موقع اقرال,
237,انقلاب يغلق مسجد نصر ب ف م اظلم ممن ن مسجد له ان يذكر في اسم وسع في خراب انتظر عقاب له,negative
238,مبادر دستور باطل لتعريف شارع مساوئ اقتصاديه و اجتماعيه دستور ببساطهريتويت ق مر قبل ل,negative
239,عندما يسكت اخوان علي بذاء شيوخ مؤيدين ه تطاول علي اعراض فوق منبر فلا تفرح كثيرا ان ستكت بنار بذاءه سفاله,negative
240,كذب حقير هرم عربيمرسي ب مليار جن بنك مركزي ياسف يستنكر يرفض تعقيب,negative
241,انتقاص من صلاح برلمان منتخب اعطاء صلاح تشريع لمجلس استشار مع هما امر ينبغ علي كل مؤمن ديمقراطيه أن يرفض,negative
242,قان ن تظاهروالاعتصام مزمع اصدار يحسم امرامام كل متردد ان نواج سلط قمع ليس لها مشروع تست حري كرام حقوق مصرين,negative
243,د من اسماعليه منذ قليل بعد يوم حافل ختمت بمؤتمر جمهور ف مشاعر ه اسماعليه و برود جو,positive
244,اعرفوهمانقلابمصريسقطحكمالعسكر داخليهبلطجيه شهداءالحر شهيد محمد فتح عام بنيسويف,neutral
245,احسن حاج في اغن سكهشمال هيا ي ي ي ي اللي امير بيقول قبل ما بيغن علي و,
246,يوم هذه هي يوم اختلال مفزع لمعاير حكم علي امر في مجال عام في ص ف بلد عرب,negative
247,نحن بحاج الي وسط في معمل اعتدال في موقف و ل تعرض لعوامل د مجتمعات كبري ص تونس بن امارات فلسط,
248,بين بين تقوي مخاف له سبحان تعال لكن بين بين تدين شكل مجرد و حلاق جلال عامر جلالعامر,
249,وقف تضامن لطلاب هندس اسيوط مع زميل موقوف عن دراسه,
250,امريكان اكتشفو امكان جود ماء علي مريخ مصرين اكتشفو ان ب جن و كل جن لوحد اكتر من ب,neutral
251,شاهد خ كلام مسحت كلام طب مسحت دم ب حق اللي ا,negative
